#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
### PRONOMI
String_IT_GetSuoiSue_female;;;;;;sue;;;;;;;;x
String_IT_GetSuoiSueOpp_male;;;;;;sue;;;;;;;;x
String_IT_GetSuoiSueOpp_female;;;;;;suo;;;;;;;;x
String_IT_GetSuoiSueCap_male;;;;;;Suoi;;;;;;;;x
String_IT_GetSuoiSueCap_female;;;;;;Sue;;;;;;;;x
String_IT_GetSuoiSueCapOpp_male;;;;;;Sue;;;;;;;;x
String_IT_GetSuoiSueCapOpp_female;;;;;;Suoi;;;;;;;;x
### ARTICOLI DETERMINATIVI
String_IT_GetIlLa_male;;;;;;il;;;;;;;;x
String_IT_GetIlLa_female;;;;;;la;;;;;;;;x
String_IT_GetIlLaCap_male;;;;;;Il;;;;;;;;x
String_IT_GetIlLaCap_female;;;;;;La;;;;;;;;x
String_IT_GetIlLaOpp_male;;;;;;la;;;;;;;;x
String_IT_GetIlLaOpp_female;;;;;;il;;;;;;;;x
String_IT_GetIlLaCapOpp_male;;;;;;La;;;;;;;;x
String_IT_GetIlLaCapOpp_female;;;;;;Il;;;;;;;;x
String_IT_GetGliLe_male;;;;;;gli;;;;;;;;x
String_IT_GetGliLe_female;;;;;;le;;;;;;;;x
String_IT_GetGliLeCap_male;;;;;;Gli;;;;;;;;x
String_IT_GetGliLeCap_female;;;;;;Le;;;;;;;;x
String_IT_GetGliLeOpp_male;;;;;;le;;;;;;;;x
String_IT_GetGliLeOpp_female;;;;;;gli;;;;;;;;x
String_IT_GetGliLeCapOpp_male;;;;;;Le;;;;;;;;x
String_IT_GetGliLeCapOpp_female;;;;;;Gli;;;;;;;;x
String_IT_GetILe_male;;;;;;i;;;;;;;;x
String_IT_GetILe_female;;;;;;le;;;;;;;;x
String_IT_GetILeCap_male;;;;;;I;;;;;;;;x
String_IT_GetILeCap_female;;;;;;Le;;;;;;;;x
String_IT_GetILeOpp_male;;;;;;le;;;;;;;;x
String_IT_GetILeOpp_female;;;;;;i;;;;;;;;x
String_IT_GetILeCapOpp_male;;;;;;Le;;;;;;;;x
String_IT_GetILeCapOpp_female;;;;;;I;;;;;;;;x
String_IT_GetLoLa_male;;;;;;lo;;;;;;;;x
String_IT_GetLoLa_female;;;;;;la;;;;;;;;x
String_IT_GetLoLaCap_male;;;;;;Lo;;;;;;;;x
String_IT_GetLoLaCap_female;;;;;;La;;;;;;;;x
String_IT_GetLoLaOpp_male;;;;;;la;;;;;;;;x
String_IT_GetLoLaOpp_female;;;;;;lo;;;;;;;;x
String_IT_GetLoLaOppCap_male;;;;;;La;;;;;;
String_IT_GetLoLaOppCap_female;;;;;;Lo;;;;;;;;x
### ARTICOLI INDETERMINATIVI
String_IT_GetUnUna_male;;;;;;un;;;;;;;;x
String_IT_GetUnUna_female;;;;;;una;;;;;;;;x
String_IT_GetUnUnaOpp_male;;;;;;una;;;;;;;;x
String_IT_GetUnUnaOpp_female;;;;;;un;;;;;;;;x
String_IT_GetUnUnaCap_male;;;;;;Un;;;;;;;;x
String_IT_GetUnUnaCap_female;;;;;;Una;;;;;;;;x
String_IT_GetUnUnaOppCap_male;;;;;;Una;;;;;;;;x
String_IT_GetUnUnaOppCap_female;;;;;;Un;;;;;;;;x
String_IT_GetUniUne_male;;;;;;uni;;;;;;;;x
String_IT_GetUniUne_female;;;;;;une;;;;;;;;x
String_IT_GetUniUneOpp_male;;;;;;une;;;;;;;;x
String_IT_GetUniUneOpp_female;;;;;;uni;;;;;;;;x
String_IT_GetUniUneCap_male;;;;;;Uni;;;;;;;;x
String_IT_GetUniUneCap_female;;;;;;Une;;;;;;;;x
String_IT_GetUniUneOppCap_male;;;;;;Une;;;;;;;;x
String_IT_GetUniUneOppCap_female;;;;;;Uni;;;;;;;;x
### ARTICOLI PARTITIVI
String_IT_GetDelDella_male;;;;;;del;;;;;;;;x
String_IT_GetDelDella_female;;;;;;della;;;;;;;;x
String_IT_GetDelloDella_male;;;;;;dello;;;;;;;;x
String_IT_GetDelloDella_female;;;;;;della;;;;;;;;x
String_IT_GetDeiDelle_male;;;;;;dei;;;;;;;;x
String_IT_GetDeiDelle_female;;;;;;delle;;;;;;;;x
String_IT_GetDegliDelle_male;;;;;;degli;;;;;;;;x
String_IT_GetDegliDelle_female;;;;;;delle;;;;;;;;x
### PREPOSIZIONI
String_IT_GetAlAlla_male;;;;;;al;;;;;;;;x
String_IT_GetAlAlla_female;;;;;;alla;;;;;;;;x
String_IT_GetAlAllaCap_male;;;;;;Al;;;;;;;;x
String_IT_GetAlAllaCap_female;;;;;;alla;;;;;;;;x
String_IT_GetAiAlle_male;;;;;;ai;;;;;;;;x
String_IT_GetAiAlle_female;;;;;;alle;;;;;;;;x
String_IT_GetAiAlleCap_male;;;;;;Ai;;;;;;;;x
String_IT_GetAiAlleCap_female;;;;;;Alle;;;;;;;;x
String_IT_GetAgliAlle_male;;;;;;agli;;;;;;;;x
String_IT_GetAgliiAlle_female;;;;;;alle;;;;;;;;x
String_IT_GetAgliiAlleCap_male;;;;;;Agli;;;;;;;;x
String_IT_GetAgliiAlleCap_female;;;;;;Alle;;;;;;;;x
String_IT_GetDalDalla_male;;;;;;dal;;;;;;;;x
String_IT_GetDalDalla_female;;;;;;dalla;;;;;;;;x
String_IT_GetDalloDalla_male;;;;;;dallo;;;;;;;;x
String_IT_GetDalloDalla_female;;;;;;dalla;;;;;;;;x
String_IT_GetDaiDalle_male;;;;;;dai;;;;;;;;x
String_IT_GetDaiDalle_female;;;;;;dalle;;;;;;;;x
String_IT_GetDagliDalle_male;;;;;;dagli;;;;;;;;x
String_IT_GetDagliDalle_female;;;;;;dalle;;;;;;;;x
String_IT_GetNelNella_male;;;;;;nel;;;;;;;;x
String_IT_GetNelNella_female;;;;;;nella;;;;;;;;x
String_IT_GetNelNellaCap_male;;;;;;Nel;;;;;;;;x
String_IT_GetNelNellaCap_female;;;;;;Nella;;;;;;;;x
String_IT_GetNeiNelle_male;;;;;;nei;;;;;;;;x
String_IT_GetNeiNelle_female;;;;;;nelle;;;;;;;;x
String_IT_GetNeiNelleCap_male;;;;;;Nei;;;;;;;;x
String_IT_GetNeiNelleCap_female;;;;;;Nelle;;;;;;;;x
String_IT_GetSulSulla_male;;;;;;sul;;;;;;;;x
String_IT_GetSulSulla_female;;;;;;sulla;;;;;;;;x
String_IT_GetSulSullaCap_male;;;;;;Sul;;;;;;;;x
String_IT_GetSulSullaCap_female;;;;;;Sulla;;;;;;;;x
String_IT_GetSuiSulle_male;;;;;;sui;;;;;;;;x
String_IT_GetSuiSulle_female;;;;;;sulle;;;;;;;;x
String_IT_GetSuiSulleCap_male;;;;;;Sui;;;;;;;;x
String_IT_GetSuiSulleCap_female;;;;;;Sulle;;;;;;;;x
### SUFFISSI
String_IT_GetOA_male;;;;;;o;;;;;;;;x
String_IT_GetOA_female;;;;;;a;;;;;;;;x
String_IT_GetOAOpp_male;;;;;;a;;;;;;;;x
String_IT_GetOAOpp_female;;;;;;o;;;;;;;;x
String_IT_GetAE_male;;;;;;a;;;;;;;;x
String_IT_GetAE_female;;;;;;e;;;;;;;;x
String_IT_GetAEOpp_male;;;;;;e;;;;;;;;x
String_IT_GetAEOpp_female;;;;;;a;;;;;;;;x
String_IT_GetIE_male;;;;;;i;;;;;;;;x
String_IT_GetIE_female;;;;;;e;;;;;;;;x
String_IT_GetIEOpp_male;;;;;;e;;;;;;;;x
String_IT_GetIEOpp_female;;;;;;i;;;;;;;;x
String_IT_GetOI_male;;;;;;o;;;;;;;;x
String_IT_GetOI_female;;;;;;i;;;;;;;;x
String_IT_GetOIOpp_male;;;;;;i;;;;;;;;x
String_IT_GetOIOpp_female;;;;;;o;;;;;;;;x
String_IT_GetE_male;;;;;;e;;;;;;;;x
String_IT_GetI_male;;;;;;i;;;;;;;;x
### ALTRE PAROLE
String_IT_GetPadrinoMadrina_male;;;;;;padrino;;;;;;;;x
String_It_GetPadrinoMadrina_female;;;;;;madrina;;;;;;;;x
String_IT_GetSignoreSignoraCap_male;;;;;;Signore;;;;;;;;x
String_IT_GetSignoreSignoraCap_female;;;;;;Signora;;;;;;;;x
### PAROLA DAVANTI AL COMANDO (SENZA SPAZI TRA COMANDI)
String_IT_al_;;;;;;al;;;;;;;;x
String_IT_alla_;;;;;;alla;;;;;;;;x
String_IT_agli_;;;;;;agli;;;;;;;;x
String_IT_alle;;;;;;alle;;;;;;;;x
String_IT_All_;;;;;;all';;;;;;;;x
String_IT_il_;;;;;;il;;;;;;;;x
String_IT_Il_;;;;;;Il;;;;;;;;x
String_IT_la_;;;;;;la;;;;;;;;x
String_IT_La_;;;;;;La;;;;;;;;x
String_IT_le_;;;;;;le;;;;;;;;x
String_IT_l_;;;;;;l';;;;;;;;x
String_IT_L_;;;;;;L';;;;;;;;x
String_IT_del_;;;;;;del;;;;;;;;x
String_IT_della_;;;;;;della;;;;;;;;x
String_IT_dei_;;;;;;dei;;;;;;;;x
String_IT_degli_;;;;;;degli;;;;;;;;x
String_IT_delle;;;;;;delle;;;;;;;;x
String_IT_dell_;;;;;;dell';;;;;;;;x
String_IT_Dell_;;;;;;Dell';;;;;;;;x
tring_IT_gli_;;;;;;gli;;;;;;;;x
tring_IT_Gli_;;;;;;Gli;;;;;;;;x
String_IT_un_;;;;;;un';;;;;;;;x
String_IT_Un_;;;;;;Un';;;;;;;;x
### GetHoldingAlAlla & GetCapitalHoldingDelDela
String_IT_GetHoldingAlAla_Castle_1;;;;;;al castello;;;;;;;;x
String_IT_GetHoldingAlAla_Castle_2;;;;;;al castello;;;;;;;;x
String_IT_GetHoldingAlAla_Castle_3;;;;;;al palazzo;;;;;;;;x
String_IT_GetHoldingAlAla_City_1;;;;;;alla città;;;;;;;;x
String_IT_GetHoldingAlAla_City_2;;;;;;alla città;;;;;;;;x
String_IT_GetHoldingAlAla_City_3;;;;;;alla metropoli;;;;;;;;x
String_IT_GetHoldingAlAla_Fallback_1;;;;;;alla capitale;;;;;;;;x
String_IT_GetHoldingAlAla_Nomad_1;;;;;;al campo;;;;;;;;x
String_IT_GetHoldingAlAla_Nomad_2;;;;;;all'accampamento;;;;;;;;x
String_IT_GetHoldingAlAla_Nomad_3;;;;;;al palazzo;;;;;;;;x
String_IT_GetHoldingAlAla_settlement;;;;;;all'insediamento;;;;;;;;x
String_IT_GetHoldingAlAla_Temple_1;;;;;;al tempio;;;;;;;;x
String_IT_GetHoldingAlAla_Tribal_1;;;;;;al borgo;;;;;;;;x
String_IT_GetHoldingAlAla_Tribal_2;;;;;;al villaggio;;;;;;;;x
String_IT_GetHoldingAlAla_Tribal_3;;;;;;alla fortezza;;;;;;;;x
String_IT_GetHoldingDelDella_Castle_1;;;;;;del castello;;;;;;;;x
String_IT_GetHoldingDelDella_Castle_2;;;;;;del castello;;;;;;;;x
String_IT_GetHoldingDelDella_Castle_3;;;;;;del palazzo;;;;;;;;x
String_IT_GetHoldingDelDella_City_1;;;;;;della città;;;;;;;;x
String_IT_GetHoldingDelDella_City_2;;;;;;della città;;;;;;;;x
String_IT_GetHoldingDelDella_City_3;;;;;;della metropoli;;;;;;;;x
String_IT_GetHoldingDelDella_Fallback_1;;;;;;della capitale;;;;;;;;x
String_IT_GetHoldingDelDella_Nomad_1;;;;;;del campo;;;;;;;;x
String_IT_GetHoldingDelDella_Nomad_2;;;;;;dell'accampamento;;;;;;;;x
String_IT_GetHoldingDelDella_Nomad_3;;;;;;del palazzo;;;;;;;;x
String_IT_GetHoldingDelDella_settlement;;;;;;dell'insediamento;;;;;;;;x
String_IT_GetHoldingDelDella_Temple_1;;;;;;del tempio;;;;;;;;x
String_IT_GetHoldingDelDella_Tribal_1;;;;;;del borgo;;;;;;;;x
String_IT_GetHoldingDelDella_Tribal_2;;;;;;del villaggio;;;;;;;;x
String_IT_GetHoldingDelDella_Tribal_3;;;;;;della fortezza;;;;;;;;x
### GetHouseOfWorshipDelDella & UnUna
String_IT_GetHouseOfWorshipDelDella_Christian;;;;;;della chiesa;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Muslim;;;;;;della moschea;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Pagan;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Zoroastrian;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Jewish;;;;;;della sinagoga;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Hindu;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Buddhist;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Jain;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipDelDella_Taoist;;;;;;del tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Christian;;;;;;una chiesa;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Muslim;;;;;;una moschea;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Pagan;;;;;;un tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Zoroastrian;;;;;;un tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Jewish;;;;;;una sinagoga;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Hindu;;;;;;un tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Buddhist;;;;;;un tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Jain;;;;;;un tempio;;;;;;;;x
String_IT_GetHouseOfWorshipUnUna_Taoist;;;;;;un tempio;;;;;;;;x
### GetDWSettlementAlAlla
String_IT_town_AlAlla;;;;;;al villaggio;;;;;;;;x
String_IT_camp_AlAlla;;;;;;al campo;;;;;;;;x
### GetComplimentAdjectiveMaschileFemminile
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_CLEVER_Maschile;;;;;;l'inteligente;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_CLEVER_Femminile;;;;;;la inteligente;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_LEARNED_Femminile;;;;;;la saggia;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_LEARNED_Maschile;;;;;;il saggio;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_ELOQUENT_Femminile;;;;;;la eloquente;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_ELOQUENT_Maschile;;;;;;l'eloquente;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_THRIFTY_Maschile;;;;;;il parsimonioso;;;;;;;;x
String_IT_GetComplimentAdjectiveMaschileFemminile_COMPL_THRIFTY_Femminile;;;;;;la parsimoniosa;;;;;;;;x
### GetJobTitle2
String_IT_GetJobTitle2_job_chancellor;;;;;;Cancelliere;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_arabic;;;;;;Gran Visir;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_aztec;;;;;;Cihuacoatl;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_greek;;;;;;Magistros;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_iranian;;;;;;Gran Visir;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_turkish;;;;;;Gran Visir;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_west_african;;;;;;Gran Visir;;;;;;;;x
String_IT_GetJobTitle2_job_chancellor_zoroastrian_group;;;;;;Astabadh;;;;;;;;x
String_IT_GetJobTitle2_job_marshal;;;;;;Maresciallo;;;;;;;;x
String_IT_GetJobTitle2_job_marshal_aztec;;;;;;Tlacateccatl;;;;;;;;x
String_IT_GetJobTitle2_job_marshal_greek;;;;;;Protostrator;;;;;;;;x
String_IT_GetJobTitle2_job_marshal_zoroastrian_group;;;;;;Eran Spahbod;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual;;;;;;Capellano;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_aztec;;;;;;Sahagún;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_baltic_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_baltic_pagan_reformed;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_christian;;;;;;Capellano;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_finnish_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_finnish_pagan_reformed;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_hellenic_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_indian_group;;;;;;Upadhyaya;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_jewish_group;;;;;;Rabbino di Corte;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_muslim;;;;;;Imam;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_norse_pagan_female;;;;;;Profeta;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_norse_pagan_male;;;;;;Profeta;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_norse_pagan_reformed_female;;;;;;Profeta;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_norse_pagan_reformed_male;;;;;;Profeta;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_orthodox;;;;;;Ecclesiarca;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_pagan_group;;;;;;Capo Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_shiita;;;;;;Mula di corte;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_slavic_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_slavic_pagan_reformed;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_tengri_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_tengri_pagan_reformed;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_zoroastrian;;;;;;Mobad;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_zoroastrian_group;;;;;;Mobad;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_zun_pagan;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spiritual_zun_pagan_reformed;;;;;;Indovino;;;;;;;;x
String_IT_GetJobTitle2_job_spyMaschileter;;;;;;Capo delle Spie;;;;;;;;x
String_IT_GetJobTitle2_job_spyMaschileter_aztec;;;;;;Tillancalqui;;;;;;;;x
String_IT_GetJobTitle2_job_spyMaschileter_greek;;;;;;Mystikos;;;;;;;;x
String_IT_GetJobTitle2_job_treasurer;;;;;;Intendente;;;;;;;;x
String_IT_GetJobTitle2_job_treasurer_aztec;;;;;;Petlacalcatl;;;;;;;;x
String_IT_GetJobTitle2_job_treasurer_greek;;;;;;Sakellarios;;;;;;;;x
String_IT_GetJobTitle2_job_treasurer_zoroastrian_group;;;;;;Darik-pat;;;;;;;;x
### STRINGHE VARIE
### Stringhe Culture
String_IT_Culture_afghan_Femminile;;;;;;afgana;;;;;;;;x
String_IT_Culture_afghan_Maschile;;;;;;afgano;;;;;;;;x
String_IT_Culture_afghan_PlFemminile;;;;;;afgane;;;;;;;;x
String_IT_Culture_afghan_PlMaschile;;;;;;afgani;;;;;;;;x
String_IT_Culture_alan_Femminile;;;;;;alana;;;;;;;;x
String_IT_Culture_alan_Maschile;;;;;;alano;;;;;;;;x
String_IT_Culture_alan_PlFemminile;;;;;;alane;;;;;;;;x
String_IT_Culture_alan_PlMaschile;;;;;;alani;;;;;;;;x
String_IT_Culture_andalusian_arabic_Femminile;;;;;;andalusa;;;;;;;;x
String_IT_Culture_andalusian_arabic_Maschile;;;;;;andaluso;;;;;;;;x
String_IT_Culture_andalusian_arabic_PlFemminile;;;;;;andaluse;;;;;;;;x
String_IT_Culture_andalusian_arabic_PlMaschile;;;;;;andalusi;;;;;;;;x
String_IT_Culture_armenian_Femminile;;;;;;armena;;;;;;;;x
String_IT_Culture_armenian_Maschile;;;;;;armeno;;;;;;;;x
String_IT_Culture_armenian_PlFemminile;;;;;;armene;;;;;;;;x
String_IT_Culture_armenian_PlMaschile;;;;;;armeni;;;;;;;;x
String_IT_Culture_ashkenazi_Femminile;;;;;;askenazite;;;;;;;;x
String_IT_Culture_ashkenazi_Maschile;;;;;;askenazita;;;;;;;;x
String_IT_Culture_ashkenazi_PlFemminile;;;;;;askenazite;;;;;;;;x
String_IT_Culture_ashkenazi_PlMaschile;;;;;;askenaziti;;;;;;;;x
String_IT_Culture_assamese_Femminile;;;;;;assamesa;;;;;;;;x
String_IT_Culture_assamese_Maschile;;;;;;assamese;;;;;;;;x
String_IT_Culture_assamese_PlFemminile;;;;;;assamesi;;;;;;;;x
String_IT_Culture_assamese_PlMaschile;;;;;;assamesi;;;;;;;;x
String_IT_Culture_assyrian_Femminile;;;;;;asira;;;;;;;;x
String_IT_Culture_assyrian_Maschile;;;;;;asiro;;;;;;;;x
String_IT_Culture_assyrian_PlFemminile;;;;;;asire;;;;;;;;x
String_IT_Culture_assyrian_PlMaschile;;;;;;asiri;;;;;;;;x
String_IT_Culture_avar_Femminile;;;;;;avara;;;;;;;;x
String_IT_Culture_avar_Maschile;;;;;;avaro;;;;;;;;x
String_IT_Culture_avar_PlFemminile;;;;;;avare;;;;;;;;x
String_IT_Culture_avar_PlMaschile;;;;;;avari;;;;;;;;x
String_IT_Culture_baloch_Femminile;;;;;;beluca;;;;;;;;x
String_IT_Culture_baloch_Maschile;;;;;;beluca;;;;;;;;x
String_IT_Culture_baloch_PlFemminile;;;;;;beluche;;;;;;;;x
String_IT_Culture_baloch_PlMaschile;;;;;;beluchi;;;;;;;;x
String_IT_Culture_basque_Femminile;;;;;;basca;;;;;;;;x
String_IT_Culture_basque_Maschile;;;;;;basco;;;;;;;;x
String_IT_Culture_basque_PlFemminile;;;;;;basche;;;;;;;;x
String_IT_Culture_basque_PlMaschile;;;;;;baschi;;;;;;;;x
String_IT_Culture_bear_Femminile;;;;;;osuna;;;;;;;;x
String_IT_Culture_bear_Maschile;;;;;;osuno;;;;;;;;x
String_IT_Culture_bear_PlFemminile;;;;;;osune;;;;;;;;x
String_IT_Culture_bear_PlMaschile;;;;;;osuni;;;;;;;;x
String_IT_Culture_bedouin_arabic_Femminile;;;;;;beduina;;;;;;;;x
String_IT_Culture_bedouin_arabic_Maschile;;;;;;beduino;;;;;;;;x
String_IT_Culture_bedouin_arabic_PlFemminile;;;;;;beduine;;;;;;;;x
String_IT_Culture_bedouin_arabic_PlMaschile;;;;;;beduini;;;;;;;;x
String_IT_Culture_bengali_Femminile;;;;;;bengalese;;;;;;;;x
String_IT_Culture_bengali_Maschile;;;;;;bengalese;;;;;;;;x
String_IT_Culture_bengali_PlFemminile;;;;;;bengalesi;;;;;;;;x
String_IT_Culture_bengali_PlMaschile;;;;;;bengalesi;;;;;;;;x
String_IT_Culture_bodpa_Femminile;;;;;;bodpa;;;;;;;;x
String_IT_Culture_bodpa_Maschile;;;;;;bodpa;;;;;;;;x
String_IT_Culture_bodpa_PlFemminile;;;;;;bodpa;;;;;;;;x
String_IT_Culture_bodpa_PlMaschile;;;;;;bodpa;;;;;;;;x
String_IT_Culture_bohemian_Femminile;;;;;;boemiana;;;;;;;;x
String_IT_Culture_bohemian_Maschile;;;;;;boemiano;;;;;;;;x
String_IT_Culture_bohemian_PlFemminile;;;;;;boemiane;;;;;;;;x
String_IT_Culture_bohemian_PlMaschile;;;;;;boemiani;;;;;;;;x
String_IT_Culture_bolghar_Femminile;;;;;;bulgara;;;;;;;;x
String_IT_Culture_bolghar_Maschile;;;;;;bulgaro;;;;;;;;x
String_IT_Culture_bolghar_PlFemminile;;;;;;bulgare;;;;;;;;x
String_IT_Culture_bolghar_PlMaschile;;;;;;bulgari;;;;;;;;x
String_IT_Culture_breton_Femminile;;;;;;bretone;;;;;;;;x
String_IT_Culture_breton_Maschile;;;;;;bretone;;;;;;;;x
String_IT_Culture_breton_PlFemminile;;;;;;bretoni;;;;;;;;x
String_IT_Culture_breton_PlMaschile;;;;;;bretoni;;;;;;;;x
String_IT_Culture_bulgarian_Femminile;;;;;;bulgara;;;;;;;;x
String_IT_Culture_bulgarian_Maschile;;;;;;bulgaro;;;;;;;;x
String_IT_Culture_bulgarian_PlFemminile;;;;;;bulgare;;;;;;;;x
String_IT_Culture_bulgarian_PlMaschile;;;;;;bulgari;;;;;;;;x
String_IT_Culture_castillan_Femminile;;;;;;castiliana;;;;;;;;x
