#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x;
TACTICAL_DISADVANTAGE;Penalty against §Y$TACTIC$§!: $PERC$;Pénalité contre §Y$TACTIC$§! : $PERC$;Malus bei §Y$TACTIC$§!: $PERC$;;Penalización contra §Y$TACTIC$§!: $PERC$;Penalità contro §Y$TACTIC$§!: $PERC$;;;;;;;;x;
TOTAL_DEFENCE;Total Defence: §Y$DEF$§!;Défense totale : §Y$DEF$§!;Gesamtwert Verteidigung: §Y$DEF$§!;;Defensa total:§Y$DEF$§!;Difesa Totale: §Y$DEF$§!;;;;;;;;x;
COMBATVIEW_TOTALTROOPS;Total Remaining Troops\n§GClick to show composition of Flanks§!;Total des troupes restantes\n§GCliquez pour afficher la composition des flancs§!;Gesamtzahl verbleibender Truppen\n§GKlickt für Details der Flanken§!;;Total de tropas restantes\n§G¡Haz clic para mostrar composición de flancos§!;Truppe Totali Rimaste\n§GClicca per vedere la composizione dei Fianchi§!;;;;;;;;x;
COMBATVALUES;$NAME$\nDamage (£1£): §Y$DAMAGE$§!\nMorale Damage (£2£): §Y$MORALEDMG$§!\nDefence (£3£): §Y$DEFENCE$§!;$NAME$\nDégâts (£1) : §Y$DAMAGE$§!\nDégâts moraux (£2£) : §Y$MORALEDMG$§!\nDéfense (£3£) : §Y$DEFENCE$§!;$NAME$\nSchaden (£1£): §Y$DAMAGE$§!\nMoralschaden (£2£): §Y$MORALEDMG$§!\nVerteidigung (£3£): §Y$DEFENCE$§!;;$NAME$\nDaño (£1£)§Y$DAMAGE$§!\nDaño moral(£2£): §Y$MORALEDMG$§!: §Y$MORALEDMG$§!\nDefensa (£3£): §Y$DEFENCE$§!;$NAME$\nDanno (£1£): §Y$DAMAGE$§!\nDanno al Morale (£2£): §Y$MORALEDMG$§!\nDifesa (£3£): §Y$DEFENCE$§!;;;;;;;;x;
COMBATVALUES_SUBUNIT;Damage per Soldier: §Y$DAMAGE$§!\nDefence per Soldier: §Y$DEFENCE$§!\n\nTotal Damage: §Y$TOTAL_DAMAGE$§!\nTotal Defence: §Y$TOTAL_DEFENCE$§!;Dégâts par soldat : §Y$DAMAGE$§!\nDéfense par soldat : §Y$DEFENCE$§!\n\nTotal des dégâts : §Y$TOTAL_DAMAGE$§!\nDéfense totale : §Y$TOTAL_DEFENCE$§!;Schaden pro Soldat: §Y$DAMAGE$§!\nVerteidigung pro Soldat: §Y$DEFENCE$§!\n\nGesamtschaden: §Y$TOTAL_DAMAGE$§!\nGesamtverteidigung: §Y$TOTAL_DEFENCE$§!;;Daño por soldado: §Y$DAMAGE$§!\nDefensa por soldado: §Y$DEFENCE$§!\n\nDaño total: §Y$TOTAL_DAMAGE$§!\nDefensa total: §Y$TOTAL_DEFENCE$§!;Danni per Soldato: §Y$DAMAGE$§!\nDifesa per Soldato: §Y$DEFENCE$§!\n\nDanni Totali: §Y$TOTAL_DAMAGE$§!\nDifesa Totale: §Y$TOTAL_DEFENCE$§!;;;;;;;;x;
COMBATVIEW_FLANK_MORALE;Average morale in this flank: $MORALE$ (§Y+$DELTA$§W / week)\nTotal Morale: §Y$TOTAL_MORALE$§!;Moral moyen de ce flanc : $MORALE$ (§Y+$DELTA$§W/semaine)\n Moral total : §Y$TOTAL_MORALE$§!;Durchschnittsmoral dieser Flanke: $MORALE$ (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$§!;;Moral media en este flanco: $MORALE$ (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$§!;Morale medio in questo Fianco: $MORALE$ (§Y+$DELTA$§W / settimana)\nMorale Totale: §Y$TOTAL_MORALE$§!;;;;;;;;x;
COMBATVIEW_MORALE;Average morale: §Y$MORALE$§W (§Y+$DELTA$§W / week)\nTotal Morale: §Y$TOTAL_MORALE$§!;Moral moyen : §Y$MORALE$§W (§Y+$DELTA$§W/semaine)\n Moral total : §Y$TOTAL_MORALE$§!;Durchschnittsmoral: §Y$MORALE$§W (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$§!;;Moral media:§Y$MORALE$§W (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$§! ;Morale medio: §Y$MORALE$§W (§Y+$DELTA$§W / settimana)\nMorale Totale: §Y$TOTAL_MORALE$§!;;;;;;;;x;
FLANK_DESIGNER_SHOW_VALUES;Show Values;Afficher les valeurs;Werte anzeigen;;Mostrar valores;Mostra i Valori;;;;;;;;x;
FLANK_DESIGNER_SHOW_TROOPS;Show Troops;Afficher les troupes;Truppen anzeigen;;Mostrar tropas;Mostra Le Truppe;;;;;;;;x;
convert_tribal_to_city;Upgrade to City;Améliorer en ville;Ausbau zur Stadt;;Actualización a ciudad;Migliora in Città;;;;;;;;x;
convert_tribal_to_city_named;Upgrade [Root.GetName] to a City;Améliorer [Root.GetName] en cité;[Root.GetName] zu einer Stadt ausbauen;;Actualizar [Root.GetName] a ciudad;Migliora [Root.GetName] in una Città;;;;;;;;x;
convert_tribal_to_castle;Upgrade to Castle;Améliorer en château;Ausbau zur Burg;;Actualización a castillo;Migliora in Castello;;;;;;;;x;
convert_tribal_to_castle_named;Upgrade [Root.GetName] to a Castle;Améliorer [Root.GetName] en château;[Root.GetName] zur Burg ausbauen;;Actualizar [Root.GetName] a castillo;Migliora [Root.GetName] in un Castello;;;;;;;;x;
MODIFIER_TRIBAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;Opinione dei Vassalli Tribali;;;;;;;;x;
TRIBAL_VASSAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;Opinione dei Vassalli Tribali;;;;;;;;x;
PROVINCE_HAS_NO_REGION; This county does not belong to any region; Ce comté n'appartient à aucune région;  Diese Provinz gehört keiner bestimmten Region an.;;Esta provincia no pertenece a ninguna región; Questa Contea non appartiene ad alcuna regione;;;;;;;;x;
PROVINCE_HAS_REGION_SELECT;Press §YLeft Click§W to select next region.;§YClic gauche§W pour sélectionner la région suivante.;§GLinksklick§W zur Auswahl der nächsten Region.;;Haz §YClick con el botón izquierdo§W para seleccionar la siguiente región.;§YClic Sinistro§W per selezionare la regione seguente.;;;;;;;;x;
PROVINCE_HAS_REGION_DESELECT;Press §YRight Click§W to deselect region.;§YClic droit§W pour désélectionner la région.;§GRechtsklick§W, um Region abzuwählen.;;Haz §YClic con el botón derecho§W para deseleccionar región.;§YClic Destro§W per deselezionare la regione.;;;;;;;;x ;
PROVINCE_HAS_REGION;This county belongs to the following regions:;Ce comté appartient aux régions suivantes :;Diese Provinz gehört zu den folgenden Regionen:;;Esta provincia pertenece a las siguientes regiones:;Questa Contea appartiene alle seguenti regioni:;;;;;;;;x;
FIND_PROVINCE;Find Title or Region;Trouver un titre ou une région;Titel oder Region suchen;;Encuentra título o región;Trova il Titolo o la Regione;;;;;;;;x;
REGION_OF;Region of;Région de;Region:;;Región de;Regione di;;;;;;;;x;
HINT_DIPLO_VIEW_TITLE;The Diplomacy Menu;Le menu diplomatique;Das Diplomatiemenü;;Menú de diplomacia;Il Menù della Diplomazia;;;;;;;;x;
EVTDESC107104;You currently have one unhappy Vassal. You can find this Vassal by clicking on your portrait and open the 'Vassals' tab. Try to increase the Opinion of this Vassal to a positive number. You can increase the Opinion of your Vassals towards you in several ways, for example by giving them more land (but do try to hold as much land as your Demesne Limit allows!). You can also give them an Honorary Title, or send them a gift. All this can be done in the Diplomacy Menu.;L'un de vos vassaux n'est pas heureux. Repérez-le en cliquant sur votre portrait puis en ouvrant l'onglet 'Vassaux'. Essayez d'améliorer l'opinion de ce vassal jusqu'à obtenir un nombre positif. Pour ce faire, il existe plusieurs façons. Par exemple, vous pouvez lui donner plus de propriétés (tentez cependant de toujours garder le nombre de propriétés à hauteur de la limite). Sinon, offrez-lui un titre honorifique ou un présent. Toutes ces options sont disponibles depuis le menu diplomatique.;"Im Moment habt Ihr einen unzufriedenen Vasallen. Ihr könnt ihn ausfindig machen, indem Ihr auf Euer Porträt klickt und das Register ""Vasallen"" öffnet. Ihr könnt nun versuchen, die Meinung dieses Vasallen ins Positive zu wenden. Dazu habt Ihr verschiedene Möglichkeiten: Ihr könnt ihm mehr Land geben (allerdings solltet Ihr immer versuchen, so viel Land zu besitzen, wie es Euer Domänenlimit erlaubt!). Ihr könntet ihm auch einen Ehrentitel verleihen oder ihm ein Geschenk machen. Diese Aktionen werden im Diplomatiemenü ausgeführt.";;"Actualmente tienes un vasallo infeliz. Puedes encontrar este vasallo haciendo clic en su retrato y abriendo la etiqueta ""vasallos"". Trata de mejorar la opinión de este vasallo a un número positivo. Puedes aumentar la opinión de tus vasallos de varios modos, por ejemplo, dándoles más tierras (¡pero intenta guardarte tanta tierra como tu límite de dominios permita!). También puedes darles un título honorario, o enviarles un regalo. Todo esto puede hacerse en el menú de diplomacia.";Al momento hai un Vassallo scontento. Puoi trovare questo Vassallo cliccando sul tuo ritratto e aprendo la scheda 'Vassalli'. Prova ad aumentare l'Opinione di questo Vassallo verso un valore positivo. Puoi aumentare l'Opinione dei tuoi Vassalli in diversi modi, ad esempio dando loro più terre (ma non più di quanto il tuo Limite del Dominio ti permetta!). Puoi anche dar loro un Titolo Onorifico, o inviargli un regalo. Tutto questo può essere fatto nel Menù della Diplomazia.;;;;;;;;x;
EVTDESC107009;When you have found a good character to marry, right-click on their portrait to open the Diplomacy Menu. Here you may ask the Liege of your intended about the possibility of arranging a marriage. The Diplomacy Menu is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous dénichez la candidate idéale au mariage, cliquez sur son portrait pour ouvrir le menu diplomatique. Là, vous pourrez demander la main de la jeune femme à son seigneur lige. Le menu diplomatique est l'outil principal permettant d'interagir avec d'autres personnages. Lancez-vous et organisez un mariage !;Durch einen Rechtsklick auf das Porträt der Person, die Ihr zu ehelichen gedenkt, öffnet Ihr das Diplomatiemenü, wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten könnt, eine Heirat zu arrangieren. Das Diplomatiemenü ist das meistgenutzte Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic en su retrato para abrir el menú de diplomacia. Aquí puede preguntar al señor de tu futura esposa sobre la posibilidad de organizar un matrimonio. El menú de diplomacia es la manera principal de relacionarse con otros personajes. ¡Sigue adelante y concierta el matrimonio!;Quando hai trovato un buon personaggio con cui sposarti, fai clic Destro sul suo ritratto per aprire il Menù della Diplomazia. Qui puoi chiedere al Signore del tuo futuro coniuge di prendere in considerazione la possibilità di organizzare un matrimonio. Il Menù della Diplomazia è il metodo principale per interagire con gli altri personaggi. Vai avanti e organizza il matrimonio!;;;;;;;;x;
EVTDESC107300;You now have a Claim and it's time to let slip the dogs of War! Click on Canarias province and right-click the Ruler Portrait in the County View. Select 'Declare War' in the Diplomacy Menu and the 'Claim Canarias' Casus Belli. Send the War Declaration.;Vous possédez maintenant une revendication, il est temps de déterrer la hache de guerre ! Cliquez sur la province des îles Canaries puis faites un clic droit sur le portrait du dirigeant dans la Vue du Comté. Sélectionnez ensuite 'Déclarer la guerre' dans le menu diplomatique puis le casus belli 'Revendiquer îles Canaries'. Envoyez la déclaration de guerre.;"Ihr habt nun einen Anspruch und der Krieg kann beginnen! Klickt auf die Kanarischen Inseln und anschließend mit der rechten Maustaste auf das Herrscherporträt in der Grafschaftsansicht. Wählt im Diplomatiemenü die Option ""Krieg erklären"" und als Kriegsgrund ""Anspruch auf die Kanarischen Inseln"". Sendet die Kriegserklärung ab.";;¡Ahora tienes una reclamación y es el momento de soltar a los perros de la guerra! Haz clic en la provincia de Canarias y clic con el botón derecho en el retrato del gobernante en la vista del condado. Selecciona 'Declarar la guerra' en el menú de diplomacia y el Casus Belli 'Reclamar Canarias'. Envía la declaración de guerra.;Ora hai una Rivendicazione ed è il momento liberare i mastini della guerra! Clicca sulla contea delle Canarie, quindi sul pulsante 'Esercitare la Diplomazia' alla sinistra del Ritratto del Sovrano nella Scheda della Contea. Seleziona 'Dichiarare una Guerra' nel Menù della Diplomazia e sul Casus Belli 'Rivendicare le Canarie'. Invia la Dichiarazione di Guerra.;;;;;;;;x;
EVTDESC107326;You are now over your Vassal Limit, meaning you have more Vassals than you can control. Your Vassals will then give you reduced Taxes and Levies, and you might even lose some Vassals when you die and your Heir takes over. In the long term you can increase your Vassal Limit by increasing your Diplomacy, but in the short term you can Transfer Vassalage so that you have fewer Direct Vassals. You can do this by clicking on the character you want to give Vassals to, and open their Diplomacy Menu. The target character must be of a higher tier than the Vassal you wish to give away.;Vous avez plus de vassaux que vous ne pouvez en diriger. Ainsi, ces derniers vous fournissent moins d'impôts et de levées et si vous mourez, votre héritier risque de perdre ces vassaux. À long terme, vous pourrez augmenter votre limite de vassaux directs en augmentant votre compétence diplomatie mais pour le moment, la solution est de transférer le vasselage pour réduire le nombre de vassaux. Cliquez sur le personnage auquel vous souhaitez donner le vassal et ouvrez son menu diplomatique. Ce personnage doit être de niveau plus élevé que le vassal dont vous désirez vous départir.;Ihr habt Euer Vasallenlimit überschritten, was bedeutet, dass Ihr mehr Vasallen habt, als Ihr kontrollieren könnt. In diesem Fall erhaltet Ihr von Euren Vasallen weniger Steuereinnahmen und Truppen. Es kann sogar dazu kommen, dass manche Vasallen nach Eurem Tod Eurem Erben den Lehnseid nicht leisten. Langfristig könnt Ihr das Vasallenlimit erhöhen, indem Ihr Eure Fähigkeit im Bereich Staatsdiplomatie steigert. Kurzfristig jedoch könnt Ihr Vasallen übertragen, um so die Anzahl Eurer direkten Vasallen zu verringern. Hierzu wählt Ihr die Person aus, an die Ihr einen Vasallen übertragen möchtet, und öffnet ihre Diplomatieansicht. Dabei muss die Zielperson (der neue Lehnsherr) einen höheren Rang haben als der zu übertragende Vasall.;;Has superado tu límite de vasallos, lo que significa que tienes más vasallos de los que puedes controlar. Ahora tus vasallos te darán menos impuestos y levas e incluso puede ser que pierdas algunos vasallos cuando mueras y ascienda tu heredero. A largo plazo puedes aumentar tu límite de vasallos aumentando tu diplomacia, pero a corto plazo puedes transferir vasallaje para tener menos vasallos directos. Puedes hacerlo haciendo clic en el personaje al que desees dar vasallos, y abrir su menú de diplomacia. El personaje objetivo debe ser de un nivel más alto que el vasallo que desees entregar.;Ora sei oltre il tuo Limite dei Vassalli, cioè hai più Vassalli di quanto tu possa controllarne. I tuoi Vassalli d'ora in poi ti forniranno meno Tasse e Leve, inoltre potresti anche perdere alcuni Vassalli quando morirai e il tuo Erede prenderà il tuo posto. Nel lungo periodo puoi aumentare il Limite dei Vassalli aumentando la tua Diplomazia, ma nel breve periodo puoi Trasferire il Vassallaggio in modo da avere meno Vassalli Diretti. Puoi farlo cliccando sul personaggio al quale vuoi trasferire un Vassallo, e aprire il suo Menù della Diplomazia. Il personaggio di destinazione deve essere di rango superiore a quello del Vassallo da cui tu desideri separarti.;;;;;;;;x;
EVTDESC107334;One of your children is now old enough to be Tutored by a Guardian. By opening your Diplomacy Menu you can select the 'Educate Child' option. A Guardian will be automatically suggested, but feel free to click on the suggested Guardian in order to choose another one if you wish. You will want a Guardian with good Traits and Attributes, or use this opportunity and let a Vassal that dislike you to get the honor of becoming the Guardian of your child.;L'un de vos enfants a atteint l'âge d'être instruit par un tuteur. Dans le menu diplomatique, vous pouvez sélectionner l'option 'Éduquer un enfant'. Un tuteur sera automatiquement suggéré, mais vous pouvez toujours cliquer sur le tuteur suggéré pour en sélectionner un autre. Les tuteurs possédant de bons traits et compétences sont préférables. Vous pouvez aussi profiter de cette opportunité pour offrir à un vassal qui ne vous aime pas l'honneur d'être le tuteur de votre enfant.;"Eines Eurer Kinder ist nun alt genug, um von einem Vormund erzogen zu werden. Nach dem Öffnen der Diplomatieansicht könnt Ihr nun die Option ""Kind erziehen"" auswählen. Dabei wird Euch automatisch ein Vormund empfohlen, den Ihr allerdings ändern könnt, indem Ihr auf sein Porträt klickt, um eine andere Person auszuwählen. Ihr solltet einen Vormund mit guten Eigenschaften und Fähigkeiten auswählen oder Ihr könnt diese Gelegenheit nutzen, um Euer Ansehen bei einem problematischen Vasallen zu verbessern, indem Ihr ihm die Ehre zuteil werden lasst, Euer Kind erziehen zu dürfen.";;Uno de tus hijos es ahora lo suficientemente mayor para ser educado por un tutor. Abriendo su menú de diplomacia puedes seleccionar la opción 'Educar al niño'. Automáticamente se sugerirá un tutor, pero no dudes en hacer clic sobre el tutor sugerido para elegir otro si lo deseas. Querrás un tutor con buenas características y atributos, o utiliza esta oportunidad para dejar que un vasallo al que no gustas el honor de ser el tutor de tu hijo.;Uno dei tuoi figli ora è abbastanza grande per essere Educato da un Tutore. Aprendo il tuo Menù della Diplomazia puoi selezionare l'opzione 'Educare un Bambino'. Un Tutore ti sarà proposto automaticamente, ma sentiti libero di cliccare sul Tutore suggerito per sceglierne un altro di tuo gradimento. I Tutori con dei buoni Tratti e Attributi sono preferibili, altrimenti puoi approfittare di questa opportunità e affidare a un Vassallo che non ti apprezza molto l'onore di essere il Tutore del tuo bambino.;;;;;;;;x;
