#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
CLAN_SIZE;§YMax Number of Clans§!;§YNombre maximal de clans§!;§YMaximale Anzahl an Klans§!;;§YNúmero máximo de clanes§!;§YLimite massimo dei Clan§!;;;;;;;;x
CLAN_SIZE_DESC;The maximum number of Clans is determined by the size of the realm. Having too many clans will negatively affect the §YClan Sentiment§! of all vassal clans towards their liege. There is also an absolute maximum of §Y$MAX$§! Clans, at which point you can no longer use the §YSplit Clan§! interaction and any subjugated §YNomad§! will become a §YTribal§! ruler instead.;Le nombre maximal de clans est déterminé par la taille du pays. Posséder trop de clans affecte §Yle sentiment de clan§! de tous les vassaux envers leur seigneur de manière négative. De plus, le maximum absolu est de §Y$MAX$§! et une fois cette limite atteinte, vous ne pouvez plus §Yscinder les clans§!. Tout §Ynomade§! intégré par la suite deviendra alors un chef §Ytribal§!.;"Die maximale Anzahl an Klans hängt von der Größe des Reiches ab. Gibt es zu viele Klans, hat dies negative Auswirkungen auf die §YKlanmeinung§! aller Klans gegenüber ihrem Herrn. Sollte die Anzahl der Klans das Maximum von §Y$MAX$§! überschreiten, steht die Aktion §Y""Klan teilen""§! nicht mehr zur Verfügung. Unterworfene §YNomaden§! werden stattdessen zu §YStammesherrschern§!.";;El número máximo de clanes está determinado por el tamaño del reino. Tener demasiados clanes afectará negativamente §Yel sentimiento del clan§Y de todos los clanes vasallos hacia su señor. También hay un máximo absoluto de §Y$MAX$§! clanes, a partir del cual ya no puedes utilizar la interacción §YDividir clan§! y en cambio, todo §Ynómada§! subyugado se convertirá en un gobernante §Ytribal§!.;Il limite massimo dei Clan è determinato dalla dimensione del reame. Avere troppi Clan influenzerà negativamente §Yl'Opinione sul Clan§! di tutti i Clan Vassalli verso il loro Sovrano. Inoltre il limite massimo assoluto è di §Y$MAX$§! Clan, a partire dal quale non puoi più utilizzare l'interazione §YDividere i Clan§! e inoltre qualsiasi §YNomade§! soggiogato diventerà un Sovrano §YTribale§!.;;;;;;;;x
succ_nomad_succession;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;Successione Nomade;;;;;;;;x
recent_county_uprising;Recent Uprising;Soulèvement récent;Kürzlicher Aufstand;;Insurrección reciente;Rivolta recente;;;;;;;;x
prisoner_to_oubilette;Throw in Oubliette;Jeter aux oubliettes;Ins Verlies werfen;;Tirarlo a la mazmorra;Getta nelle segrete;;;;;;;;x
prisoner_to_oubilette_desc;Have §Y[Root.GetTitledFirstName]§! thrown into the deepest hole in the dungeon and forget all about [Root.GetObjectPronoun]. There is no escape from the Oubliette! ([Root.GetPossPronounCap] life expectancy will not be high down there...).;Faire jeter [Root.Get_le_TitledFirstNameJ] dans le trou le plus profond du château et oublier jusqu'à son existence. On ne s'échappe pas des oubliettes ! Son espérance de vie ne sera pas bien longue là-dedans...;Lasst §Y[Root.GetTitledFirstName]§! in das finsterste Loch des Kerkers werfen und dort verrotten. Ein Entkommen aus dem Verlies ist undenkbar! (Wen es dorthin verschlägt, dessen letztes Stündlein wird sicherlich bald schlagen ...).;;Arrojar §Y[Root.GetTitledFirstName]§! al pozo más profundo en la mazmorra y olvidar todo sobre [Root.GetObjectPronoun]. ¡De la mazmorra no hay salida! ([Root.GetPossPronounCap] esperanza de vida no será muy alta allí abajo...). ;Getta §Y[Root.GetTitledFirstName]§! nelle segrete più buie e dimenticati di [Root.GetObjectPronoun]. Non c'è possibilità di fuga dalle segrete! (la speranza di [Root.GetPossPronounCap] di sopravvivere lì sotto non sarà certamente lunga...);;;;;;;;x
prisoner_to_dungeon;Move to Dungeon Cell;Transférer au cachot;In eine Kerkerzelle verlegen;;Trasladarlo a celda del calabozo;Trasferirlo in una cella;;;;;;;;x
prisoner_to_dungeon_desc;Have §Y[Root.GetTitledFirstName]§! moved to a secure cell in the dungeon, where [Root.GetSubjectPronoun] can't escape easily, yet with a fair life expectancy.;Faire transférer [Root.Get_le_TitledFirstNameJ] dans une cellule du cachot, d'où [Root.GetIlElle] ne s'échappera pas facilement et aura une espérance de vie correcte.;Lasst §Y[Root.GetTitledFirstName]§! in eine sichere Zelle des Kerkers verlegen. Von dort kann [Root.GetSubjectPronoun] nicht so leicht entkommen, trotzdem bleibt die Lebenserwartung im Rahmen.;;Haz trasladar a §Y[Root.GetTitledFirstName]§! a una celda segura en el calabozo, donde [Root.GetSubjectPronoun] no pueda escapar fácilmente, pero con una esperanza de vida justa.;Far trasferire §Y[Root.GetTitledFirstName]§! in una cella sicura della prigione, dove [Root.GetSubjectPronoun] non possa scappare facilmente, ma abbia una speranza di vita giusta.;;;;;;;;x
prisoner_to_suite;Put in House Arrest;Transférer en résidence surveillée;Unter Hausarrest stellen;;Puesto bajo arresto domiciliario;Posto agli Arresti Domiciliari;;;;;;;;x
prisoner_to_suite_desc;Move §Y[Root.GetTitledFirstName]§! to a guarded suite of rooms. There is a higher risk of escape, but [Root.GetSubjectPronoun] will want for nothing and can expect to live for a long time.;Faire transférer [Root.Get_le_TitledFirstNameJ] dans une résidence surveillée. Il est plus facile de s'en échapper, mais [Root.GetIlElle] ne manquera de rien et pourra vivre longtemps.;Lasst §Y[Root.GetTitledFirstName]§! in einen bewachten Bereich mit mehreren Zimmern verlegen. Dadurch erhöht sich das Fluchtrisiko, aber [Root.GetSubjectPronoun] kann dort ein komfortables und möglicherweise langes Leben führen.;;Traslada a §Y[Root.GetTitledFirstName]§! a una suite vigilada con habitaciones. Existe un mayor riesgo de fuga, pero [Root.GetSubjectPronoun] no querrá nada y puede esperar vivir mucho tiempo.;Trasferisci §Y[Root.GetTitledFirstName]§! in una cella sorvegliato a vista. C'è un rischio di fuga maggiore, ma se [Root.GetSubjectPronoun] non farà nulla vivrà per molto tempo ancora..;;;;;;;;x
MODIFIER_ADDED_NO_END;§Y$WHERE$§! gets '§Y$WHAT$§!', giving the following effects:\n$EFFECT$\n\n;§Y$WHERE$§! obtient '§Y$WHAT$§!', avec les effets suivants :\n$EFFECT$\n\n;"§Y$WHERE$§! erhält ""§Y$WHAT$§!"", mit den folgenden Auswirkungen:\n$EFFECT$\n\n";;§Y$WHERE$§! recibe '§Y$WHAT$§!', dando los siguientes efectos:\n$EFFECT$\n\n;§Y$WHERE$§! ottiene '§Y$WHAT$§!', con i seguenti effetti:\n$EFFECT$\n\n;;;;;;;;x
NOMAD_LAND_OVERRUN;§YClan Land Demand§!;§YExigences en terres du clan§!;§YLandforderung eines Klans§!;;§YDemanda de tierras de clan§!;§YRichiesta delle terre dei Clan§!;;;;;;;;x
NOMAD_LAND_OVERRUN_DESC;The Khan holds too much land compared to the other Clans. He has to hand out §Y$NUM$§! counties or he might face revolts from the existing Clans, or even see a minor Clan rising up to seize its rightful position among the major Clans...;Le khan possède trop de terres comparé aux autres clans. Il doit céder §Y$NUM$§! comtés ou faire face à une révolte des autres clans, et peut-être même voir un clan mineur accéder à un statut de clan majeur...;Der Khan besitzt im Verhältnis zu anderen Klans zu viel Land. Er muss §Y$NUM$§! Grafschaften vergeben oder er läuft das Risiko, dass bestehende Klans revoltieren oder kleinere Klans sich erheben, um ihren rechtmäßigen Platz an der Seite der größeren Klans einzufordern ...;;El can posee demasiada tierra comparada con la de los otros clanes. Tiene que entregar §Y$NUM$§! condados o podría enfrentarse a revueltas de los clanes existentes, o incluso ver cómo un clan menor se alza para tomar el puesto que le corresponde entre los clanes mayores...;Il Khan detiene troppe terre in confronto agli altri Clan. Deve liberarsi di §Y$NUM$§! terre o potrebbe trovarsi ad affrontare le rivolte dei Clan esistenti, o anche vedere un Clan minore insorgere perché venga riconosciuta la sua legittima posizione tra i Clan maggiori...;;;;;;;;x
SENTIMENT_VS_CLAN;Sentiment against §YClan $CLAN$§!:;Sentiment envers le clan $CLAN$§!:;Meinung gegenüber §YKlan $CLAN$§!:;;Sentimiento contra §YClan $CLAN$§!:;Opinione contro il §YClan $CLAN$§!:;;;;;;;;x
EMPTY_PROVINCES_IN_REALM;Nomadic Counties in Realm;Comtés nomades dans le pays;Leere Grafschaften in Reich;;Condados vacíos en reino;Contee nomadi all'interno del Regno;;;;;;;;x
REVOKE_TITLE_INTERACTION_1N;Revoke the §Y[ThirdPartyTitle.GetFullName]§! for §R$PRESTIGE$§! Prestige. This will lower §Y[Recipient.GetTitledFirstName]§!'s opinion of you by §R$OPINION$§!, and other non-Nomad vassals' by §R$OPINION2$§!.;Révoquer le §Y[ThirdPartyTitle.GetFullName]§! pour §R$PRESTIGE$§! points de prestige. Ceci réduira l'opinion [Recipient.Get_du_TitledFirstNameJ]' envers vous de §R$OPINION$§! points et celles des vassaux non-nomades de §R$OPINION2$§! points.;Entzieht gegen §R$PRESTIGE$§! Prestige den Titel von §Y[ThirdPartyTitle.GetFullName]§!. Hierdurch verringert sich die Meinung, die §Y[Recipient.GetTitledFirstName]§! von Euch hat, um §R$OPINION$§!. Die Meinung der anderen nicht nomadischen Vasallen verringert sich um §R$OPINION2$§!.;;Revocar la §Y[ThirdPartyTitle.GetFullName]§! para §R$PRESTIGE$§! prestigio. ¡Esto bajará la opinión de §Y[Recipient.GetTitledFirstName]§! sobre ti por §R$OPINION$§!, y otros vasallos no nómadas por §R$OPINION2$§!.;Revoca il §Y[ThirdPartyTitle.GetFullName]§! per §R$PRESTIGE$§! di Prestigio. Questo abbasserà l'opinione di §Y[Recipient.GetTitledFirstName]§! nei tuoi confronti di §R$OPINION$§!;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_LONG_DESC;Banished characters might escape with their lives, but they are forced to abdicate their titles, and their wealth is confiscated.;Les personnages bannis peuvent avoir la vie sauve, mais ils doivent abdiquer leurs titres et voient leurs richesses confisquées.;Verbannte Personen kommen möglicherweise mit dem Leben davon, werden aber zur Rückgabe ihrer Titel gezwungen und ihr Reichtum wird konfisziert.;;Los personajes desterrados pueden salvar la vida, pero se ven obligados a renunciar a sus títulos y sus riquezas son confiscadas.;I Personaggi esiliati potrebbero fuggire per salvarsi la vita, ma saranno costretti ad rinunciare ai loro titoli, e la loro ricchezza sarà confiscata.;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_2;Banishing a vassal ruler for no valid reason is seen as tyrannical, lowering your other vassals' opinion of you by §R$OPINION$§!.;Bannir un vassal sans raison valide est perçu comme un acte tyrannique qui réduira l'opinion de vos autres vassaux envers vous de §R$OPINION$§!.;Die Verbannung eines Vasallenherrschers ohne triftigen Grund wird als Akt der Tyrannei verstanden. Die Meinung Eurer Vasallen verringert sich um §R$OPINION$§!.;;Desterrar a un gobernante vasallo sin una razón válida se ve como algo tiránico, bajando la opinión de tus otros vasallos sobre ti en §R$OPINION$§!.;Bandisci un Sovrano Vassallo senza ragione è percepito come un atto tirannico, e riduce l'opinione che gli altri tuoi Vassalli hanno di te di §R$OPINION$§!.;;;;;;;;x
declare_feud_desc;Start a Feud with another Clan, allowing you to declare Dispute wars on them (unless you are the Khagan - you are never allowed to raid or declare wars on subject Clans.);Une querelle avec un autre clan vous permet de déclarer un litige à leur encontre (sauf si vous êtes le khagan : vous n'avez alors pas le droit de piller des clans sujets ou de leur déclarer la guerre).;Beginnt eine Fehde mit einem anderen Klan. Dies ermöglicht Disputkriege (außer Ihr seid der Khagan - Kriege oder Raubzüge gegenüber untergebenen Klans sind nicht erlaubt).;;Comienza una enemistad con otro clan, lo que te permite declarar guerras de disputa contra ellos (a menos que seas el kagan - no se permite asaltar o declarar guerras contra clanes súbditos).;Iniziare una faida con un altro Clan, ti consente di dichiarare una guerra di 'Disputa' contro di loro (a meno che tu non sia il Khagan - non ti è mai permesso saccheggiare o dichiarare guerra ai Clan assoggettati);;;;;;;;x
SETTLE_FEUD_INTERACTION_DESC;Offer to reconcile and end our feud with the [Recipient.Clan.GetName]. This will cost us §R$COST$§!¤.;Proposer une réconciliation et la fin de la querelle avec [Recipient.Clan.GetName]. Ceci nous coûtera §R$COST$§!¤.;Macht [Recipient.Clan.GetName] ein Angebot zur Aussöhnung und Beilegung der Fehde. Dies würde uns §R$COST$§!¤ kosten.;;Ofrece reconciliar y poner fin a la pelea con el [Recipient.Clan.GetName]. Esto nos costará §R$COST$§!ñ.;Offri la pace e di porre fine alla faida con [Recipient.Clan.GetName]. Ci costerà §R$COST$§!¤.;;;;;;;;x
SETTLE_FEUD_INTERACTION_LONG_DESC;Offer to reconcile with the [Recipient.Clan.GetName] by paying them a significant amount of money - blood money...;Proposer une réconciliation avec les [Recipient.Clan.GetName] en leur versant une substantielle somme d'argent. L'argent du sang...;Macht [Recipient.Clan.GetName] ein Angebot zur Aussöhnung, das die Zahlung einer beträchtlichen Geldsumme beinhaltet. Frieden hat eben seinen Preis ...;;Ofrece reconciliarte con [Recipient.Clan.GetName] pagando una cantidad significativa de dinero - dinero de sangre...;Offri di fare la pace con [Recipient.Clan.GetName] pagandogli una significativa somma di denaro - denaro insanguinato...;;;;;;;;x
ABSORB_CLAN_INTERACTION_DESC;Absorb the §Y[Recipient.Clan.GetName]§! Clan - useful if you have too many Clans.;Absorber le clan §Y[Recipient.Clan.GetName]§!. Une action utile si vous avez trop de clans.;Gliedert den Klan §Y[Recipient.Clan.GetName]§! ein – dies ist dann sinnvoll, wenn es zu viele Klans gibt.;;Absorber el clan §Y[Recipient.Clan.GetName]§! - útil si tienes muchos clanes.;Annetti il Clan §Y[Recipient.Clan.GetName]§! - è utile se disponi di un numero eccessivo di Clan.;;;;;;;x;
ABSORB_CLAN_INTERACTION_LONG_DESC;Absorbing a Clan is not a popular action, but might be necessary if you have too many Clans.;Absorber un clan n'est jamais bien vu, mais cela peut s'avérer nécessaire si vous avez trop de clans.;Das Eingliedern eines Klans ist keine Maßnahme, mit der Ihr Euch Beliebtheit verschafft. Aber sie kann notwendig sein, wenn es zu viele Klans gibt.;;Absorber un clan no es una acción popular, pero podría ser necesario si tienes demasiados clanes.;Annetti un Clan non è ben visto dal popolo, ma potrebbe essere necessario se disponi di un numero eccessivo di Clan.;;;;;;;x;
FORM_BLOOD_OATH_INTERACTION_DESC;Swearing a Blood Oath will make the §Y[Recipient.Clan.GetName]§! Clan a staunch ally for as long as both rulers live. However, you can only have one other Clan as your Blood Brothers.;Conclure un pacte de sang fera du clan §Y[Recipient.Clan.GetName]§! un allié fidèle tant que les deux souverains seront en vie. Cependant, un seul clan peut être considéré comme vos frères de sang.;Durch das Leisten eines Blutschwurs wird der Klan von §Y[Recipient.Clan.GetName]§! zu einem zuverlässigen Verbündeten, so lange beide Herrscher leben. Allerdings könnt Ihr immer nur mit einem Klan per Blutschwur verbunden sein.;;Realizar un juramento de sangre hará del clan §Y[Recipient.Clan.GetName]§! un aliado firme mientras vivan ambos gobernantes. Sin embargo, sólo puedes tener un solo clan ajeno hermano de sangre.;Stringi un patto di sangue renderà il Clan §Y[Recipient.Clan.GetName]§! un fedele alleato fin tanto che i rispettivi Sovrani non muoiono. Tuttavia, un Clan soltanto può diventare tuo Fratello di Sangue.;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_LONG_DESC;Swearing a Blood Oath will make the other Clan a staunch ally for as long as both rulers live. However, you can only have one other Clan as your Blood Brothers.;Conclure un pacte de sang fera de l'autre clan un allié fidèle tant que les deux souverains seront en vie. Cependant, un seul clan peut être considéré comme vos frères de sang.;Durch das Leisten eines Blutschwurs wird der andere Klan zu einem zuverlässigen Verbündeten, so lange beide Herrscher leben. Allerdings könnt Ihr immer nur mit einem Klan per Blutschwur verbunden sein.;;Realizar un juramento de sangre convertirá al otro clan en un aliado firme mientras vivan ambos gobernantes. Sin embargo, sólo puedes tener un solo clan ajeno hermano de sangre.;Stringi un patto di sangue renderà l'altro Clan un fedele alleato fin tanto che i rispettivi governanti non muoiono. Tuttavia, un Clan soltanto può diventare tuo Fratello di Sangue.;;;;;;;;x
adopt_faith_desc;You can adopt the faith of the [Root.Clan.GetName] Clan. The [Root.Religion.GetName] religion does have its advantages...;Vous pouvez adopter la religion du clan [Root.Clan.GetName]. La religion [Root.Religion.GetName] possède bien des avantages...;Ihr könnt den Glauben des Klans von [Root.Clan.GetName] annehmen. Die [Root.Religion.GetName]e Religion hat durchaus ihre Vorzüge ...;;Puedes adoptar la fe del clan [Root.Clan.GetName]. La religión [Root.Religion.GetName] tiene sus ventajas...;Puoi adottare la fede del Clan [Root.Clan.GetName]. La fede [Root.Religion.GetName] porta i suoi vantaggi...;;;;;;;x;
GOV_PRESTIGE_LAW_CHANGE_DESC;Laws are changed by expending Prestige, not by votes;Les lois sont modifiées en dépensant du prestige, et non par le biais de votes;Gesetzesänderungen werden durch das Aufwenden von Prestige durchgeführt, nicht durch Wählerstimmen;;Las leyes se cambian gastando prestigio, no votando.;Le leggi si cambiano usando il Prestigio, non con i voti.;;;;;;;;x
LAW_NORMAL_CHANGE_PIETY_COST;With $GOV$ Government, it costs $PIETY$ $PIETYNAME$ to change Demesne Laws;Avec un gouvernement de type '$GOV$', changer les lois du domaine coûte $PIETY$ $PIETYNAME$.;In der Regierungsform $GOV$ kostet die Änderung der Grundbesitzrechte $PIETY$ $PIETYNAME$;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de dominios;Con un governo $GOV$, cambiare le Leggi sui Possedimenti costa $PIETY$ di $PIETYNAME$;;;;;;;x;
LAW_DE_JURE_CHANGE_PIETY_COST;With $GOV$ Government, it costs $PIETY$ $PIETYNAME$ to change Crown Laws;Avec un gouvernement de type '$GOV$', changer les lois de la Couronne coûte $PIETY$ $PIETYNAME$.;In der Regierungsform $GOV$ kostet die Änderung der Krongesetze $PIETY$ $PIETYNAME$;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de la corona;Con un governo $GOV$, cambiare le Leggi della Corona costa $PIETY$ di $PIETYNAME$;;;;;;;x;
LAW_NORMAL_CHANGE_PRESTIGE_COST;With $GOV$ Government, it costs $PRESTIGE$ Prestige to change Demesne Laws;Avec un gouvernement de type '$GOV$', changer les lois du domaine coûte $PRESTIGE$ de prestige.;In der Regierungsform $GOV$ kostet die Änderung der Grundbesitzrechte $PRESTIGE$ Prestige;;Con un gobierno $GOV$, cuesta $PRESTIGE$ prestigio cambiar las leyes de dominios;Con un governo $GOV$, cambiare le Leggi sui Possedimenti costa $PRESTIGE$ di Prestigio;;;;;;;x;
LAW_DE_JURE_CHANGE_PRESTIGE_COST;With $GOV$ Government, it costs $PRESTIGE$ Prestige to change Crown Laws;Avec un gouvernement de type '$GOV$', changer les lois de la Couronne coûte $PRESTIGE$ de prestige.;In der Regierungsform $GOV$ kostet die Änderung der Krongesetze $PRESTIGE$ Prestige;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de la corona;Con un governo $GOV$, cambiare le Leggi della Corona costa $PRESTIGE$ di Prestigio;;;;;;;x;
NO_TEMPLE_HOLDING;No Temple Holding;Aucune propriété religieuse;Kein Tempelbesitztum;; NO Posesión del templo;Nessuna Proprietà di tipo Religioso;;;;;;;;x
clan_opinion_splitted_blood_brother_clan;Split the Clan of my Blood Brother;A scindé le clan de mon frère de sang;Teilte den Klan meines Blutsbruders;;Dividir el clan de mi hermano de sangre;Dividi Il Clan del tuo Fratello di Sangue;;;;;;;x;
clan_opinion_splitted_my_clan;Split My Clan;A scindé mon clan;Teilte meinen Klan ;;Dividir el Clan ;Dividi il tuo Clan;;;;;;;x;
clan_opinion_attempted_splitted_my_clan;Tried To Split My Clan;A essayé de scinder mon clan;Versuchte meinen Klan zu teilen;;Dividir el Clan ;Ho cercato di dividere il mio Clan;;;;;;;x;
PROVINCE_NOT_UNDER_SIEGE;§Y$PROVINCE$§! is not under siege;La province de §Y$PROVINCE$§! n'est pas assiégée;§Y$PROVINCE$§! wird nicht belagert;;§Y$PROVINCE$§! no está bajo asedio;§Y$PROVINCE$§! non è sotto assedio;;;;;;;;x
ABSORB_CLAN_INTERACTION_4;Other clan vassals will not oppose the absorption of a traitorous clan.;Les autres clans vassaux ne s'opposeront pas à l'absorption d'un clan traître.;Andere Klanvasallen werden sich der Eingliederung eines verräterischen Klans nicht widersetzen.;;Otros clanes vasallos no se opondrán a la absorción de un clan traidor.;Gli altri Clan Vassalli non si opporranno all'annessione di un Clan sleale;;;;;;;x;
TECHPOINTS_FROM_BUILDINGS;From Buildings: §Y$AMOUNT$§!\n;Grâce aux bâtiments : §Y$AMOUNT$§!\n;Durch Gebäude: §Y$AMOUNT$§!\n;;De edificios: §Y$AMOUNT$§!\n;Dagli Edifici: §Y$AMOUNT$§!\n;;;;;;;;x
RULER_HAS_MOVED_CAPITAL_RECENTLY_NOMAD;§Y[GetTitledFirstName]§! is not allowed to move the capital again for $MONTHS$ months.;§Y[GetTitledFirstName]§! n'a pas l'autorisation de déplacer de nouveau la capitale avant $MONTHS$ mois.;§Y[GetTitledFirstName]§! darf $MONTHS$ Monate lang die Hauptstadt nicht mehr verlegen.;;§Y[GetTitledFirstName]§! No se permite mover la capital otra vez durante $MONTHS$ meses.;§Y[GetTitledFirstName]§! non può spostare di nuovo la capitale per $MONTHS$ mesi.;;;;;;;;x
MANPOWER_BREAKDOWN;Current Manpower Breakdown;Répartition des effectifs actuels;Aktuelle Aufschlüsselung der Mannstärke;;Crisis actual mano de obra;Attuale Collasso degli Effettivi;;;;;;;;x
LIEGE_LEVY_DESC_OWNS;§Y$VASSAL$§! owns §Y$NUM$§! Troops in total\n;§Y$VASSAL$§! possède §Y$NUM$§! troupes au total\n;§Y$VASSAL$§! hat insgesamt §Y$NUM$§! Truppen \n;;§Y$VASSAL$§! poseen §Y$NUM$§! tropas en total;Il Vassallo §Y$VASSAL$§! possiede §Y$NUM$§! Truppe in totale\n;;;;;;;x;
LIEGE_LEVY_DESC_OWNS_DEPLETION;§Y$VASSAL$§! can currently raise §Y$NUM$§! Troops due to depletion\n;§Y$VASSAL$§! peut actuellement lever §Y$NUM$§! troupes en raison des pertes\n;§Y$VASSAL$§! kann derzeit aufgrund von Verlusten §Y$NUM$§! Truppen ausheben\n;;§Y$VASSAL$§! actualmente puede reclutar §Y$NUM$§! tropas debido a la reducción\n;Il Vassallo §Y$VASSAL$§! può attualmente reclutare solo §Y$NUM$§! Truppe a causa dell'esaurimento\n;;;;;;;x;
TRIBAL_VASSAL_CALL_TO_ARMS_BUTTON_NO_WAR;§Y$VASSAL$§! ( §Y$MEN$§! men );§Y$VASSAL$§! (§Y$MEN$§! hommes);§Y$VASSAL$§! ( §Y$MEN$§! Männer );;§Y$VASSAL$§! ( §Y$MEN$§! hombres );§Y$VASSAL$§! ( §Y$MEN$§! uomini );;;;;;;x;
ALLIES_POTENTIAL;Potential War Allies;Potentiels alliés;Potenzielle Kriegsverbündete;;Potenciales aliados de guerra;Potenziali Alleati di Guerra;;;;;;;x;
SUZERAIN_OF;Is the Suzerain of §Y$OTHER$§!;Est suzerain de §Y$OTHER$§!;Ist Herrscher von §Y$OTHER$§!;;Es un soberano de §Y$OTHER$§!;È il Signore supremo di §Y$OTHER$§!;;;;;;;;x
SET_SPECIAL_TITLE_DESC;§Y$CHARACTER$§! gains the title §Y$TITLE$§!\n;§Y$CHARACTER$§! obtient le titre de §Y$TITLE$§!\n;§Y$CHARACTER$§! erhält den Titel §Y$TITLE$§!\n;;§Y$CHARACTER$§! gana el título de §Y$TITLE$§!\n;§Y$CHARACTER$§! ottiene il Titolo di §Y$TITLE$§!\n;;;;;;;x;
