#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;§GCliquez pour trier cette colonne§W;§GZum Sortieren nach dieser Spalte hier klicken§W;;§GClic para ordenar usando esta columna§W;§GClicca per ordinare secondo questa colonna§W;;;;;;;;x
EVTOPTB3262;Let [Root.job_chancellor.GetTitledFirstName] get the blame.;Laisser [Root.job_chancellor.Get_le_TitledFirstName] endosser la responsabilité.;Lasst [Root.job_chancellor.GetTitledFirstName] die Schuld zukommen.;;Dejar que [Root.job_chancellor.GetTitledFirstName] cargue con la culpa.;Lasciamo che [Root.job_chancellor.GetTitledFirstName] si prenda la responsabilità.;;;;;;;;x
EVTDESC3263;I am not a bookish person and if it weren't for some careful comments in some discussions this would become obvious to my court.;Je ne suis pas une personne livresque, et si ce n'était quelques interventions prudentes dans certaines discussions, ce serait maintenant évident aux yeux de ma Cour.;Ich bin keine sonderlich gelehrte Person und wenn es nicht nur ein paar vorsichtige Bemerkungen in einigen, wenigen Diskussionen wären, hätte sich dies meinem Hofstaate längst offenbart.;;No soy una persona ilustrada y, si no fuera por algunos comentarios cuidadosos en ciertas conversaciones, sería obvio para mi corte.;Non sono una persona istruita e, se non fosse per alcune osservazioni attente in qualche conversazione, ciò sarebbe noto a tutta la mia corte.;;;;;;;;x
EVTOPTA3263;Talk the talk and Talk the talk..;Parler pour ne rien dire, mais parler...;Lasst Euren Worten noch mehr Worte folgen ...;;Marear la perdiz...;Bla, bla, bla...;;;;;;;;x
EVTOPTB3263;[Root.job_spiritual.GetTitledFirstName] is not happy with it.;Cela ne plaît pas [Root.job_spiritual.Get_au_TitledFirstName].;[Root.job_spiritual.GetTitledFirstName] ist nicht glücklich damit. ;;[Root.job_spiritual.GetTitledFirstName] no está contento con ello.;[Root.job_spiritual.GetTitledFirstName] non è soddisfatto della cosa.;;;;;;;;x
EVTDESC73200;It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_marshal.GetTitledFirstName] as [Root.Liege.GetHerHis] marshal. I am more competent and would be a better marshal!;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_marshal.Get_le_TitledFirstName] en tant que maréchal. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur maréchal !;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_marshal.GetTitledFirstName] als [Root.Liege.GetHerHis]en Marschall einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Marschall!;;Es una lástima que [Root.Liege.GetTitledFirstName] contrate a [Root.job_marshal.GetTitledFirstName] como Mariscal. ¡Yo soy más competente y sería mejor Mariscal!;È triste che [Root.Liege.GetTitledFirstName] abbia assunto [Root.job_marshal.GetTitledFirstName] come suo Maresciallo. Io sono più competente di lui e sarei un Maresciallo migliore!;;;;;;;;x
EVTOPTA73200;I will petition my liege!;Je déposerai une requête auprès de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;Ich werde meinen Lehnsherren darum ersuchen!;;¡Lo solicitaré a mi señor!;presenterò una richiesta al mio signore!;;;;;;;;x
EVTTOOLTIP73201;will listen to our petition and hopefully make a wise choice;écoutera notre requête. Espérons une sage décision.;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen;;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;ascolterà la nostra richiesta e si spera faccia una scelta saggia;;;;;;;;x
EVTDESC73201;[From.GetBestName] claims that [From.GetSheHe] would be a better marshal than [Root.job_marshal.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Marshal of the [Root.PrimaryTitle.GetFullName].;[From.Get_only_Le_Title][From.GetBestName] prétend qu'[From.GetIlElle] ferait un meilleur maréchal que [Root.job_marshal.Get_le_TitledFirstName], et réclame le titre de maréchal [Root.PrimaryTitle.Get_du_RealmFull].;[From.GetBestName] behauptet, dass [From.GetSheHe] ein besserer Marschall als [Root.job_marshal.GetTitledFirstName] wäre, und ersucht darum, dass [From.GetSheHe] den Titel des Marschalls von [Root.PrimaryTitle.GetFullName] erhalten möge.;;[From.GetBestName] afirma que [From.GetSheHe] sería mejor Mariscal que [Root.job_marshal.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el título de Mariscal de [Root.PrimaryTitle.GetFullName].;[From.GetBestName] afferma di poter essere un Maresciallo migliore di [Root.job_marshal.GetTitledFirstName] e domanda che a a [From.GetHerHim] venga concesso l'incarico di Maresciallo di [Root.PrimaryTitle.GetFullName].;;;;;;;;x
EVTOPTA73201;[From.GetSheHeCap] is now my new Marshal;[From.GetIlElleCap] est désormais mon nouveau maréchal.;[From.GetSheHeCap] ist von nun an mein neuer Marschall!;;Ahora [From.GetSheHe] es mi nuevo Mariscal;[From.GetSheHeCap] sarà il mio nuovo Maresciallo.;;;;;;;;x
EVTOPTB73201;Give [Root.job_marshal.GetFirstName] a chance!;Donner à [Root.job_marshal.GetFirstName] une chance de faire ses preuves.;Gebt [Root.job_marshal.GetFirstName] eine Chance, sich zu beweisen.;;Dar a [Root.job_marshal.GetFirstName] la posibilidad de probarse [From.GetHerselfHimself];Diamo a [Root.job_marshal.GetFirstName] una possibilità!;;;;;;;;x
EVTTOOLTIP73202;will hear of our patience.;entendra parler de notre patience.;wird von unserer Geduld hören.;;sabrá de nuestra paciencia.;avrà notizia della nostra pazienza.;;;;;;;;x
EVTOPTC73201;I rule in the [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;Governo io in [Root.PrimaryTitle.GetFullName]!;;;;;;;;x
EVTDESC73202;My liege [From.GetBestName] is not entirely happy with our performance as Marshal of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_only_le_Title][From.GetBestName], n'est pas satisfait[From.Get_E] de mes actions en tant que maréchal [Root.PrimaryTitle.Get_du_RealmFull] et envisage de me remplacer.;Unser Lehnsherr [From.GetBestName] ist nicht allzu glücklich mit unserer Leistung als Marschall von [Root.PrimaryTitle.GetFullName] und erwägt, uns zu ersetzen ...;;Mi señor [From.GetBestName] no está del todo satisfecho con nuestro rendimiento como Mariscal de [Root.PrimaryTitle.GetFullName] y está considerando sustituirnos...;Il mio signore [From.GetBestName] non è pienamente soddisfatto della mia prestazione come Maresciallo di [Root.PrimaryTitle.GetFullName] e sta pensando alla mia sostituzione...;;;;;;;;x
EVTOPTA73202;I must prove myself!;Je dois faire mes preuves !;Ich muss mich beweisen!;;¡Debo probar mi valía!;Devo dimostrare il mio valore!;;;;;;;;x
EVTOPTB73202;What can I do?;Que puis-je faire ?;Was kann ich tun?;;¿Qué puedo hacer?;Cosa posso fare?;;;;;;;;x
EVTDESC73203;Enough time has passed, I deserve to become Marshal of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!;Assez d'eau a coulé sous les ponts ! Je mérite de devenir maréchal [Root.PrimaryTitle.Get_du_RealmFull], et [Root.Liege.Get_le_TitledFirstName] me conférera ce titre !;Es ist genug Zeit vergangen und ich verdiene es, Marschall von [Root.PrimaryTitle.GetFullName] zu werden, und [Root.Liege.GetTitledFirstName] wird mich dazu machen!;;Ha transcurrido tiempo suficiente, merezco convertirme en Mariscal de [Root.PrimaryTitle.GetFullName] ¡y [Root.Liege.GetTitledFirstName] lo hará!;È trascorso abbastanza tempo, mi merito di diventare il Maresciallo di [Root.PrimaryTitle.GetFullName] e [Root.Liege.GetTitledFirstName] mi nominerà tale!;;;;;;;;x
EVTOPTA73203;I await [Root.Liege.GetHerHis] reply eagerly.;J'attends sa réponse avec impatience.;Ich warte sehnlichst auf [Root.Liege.GetHerHis]e Antwort. ;;Espero su respuesta con impaciencia.;Attendo la risposta di [Root.Liege.GetHerHis] con impazienza.;;;;;;;;x
EVTTOOLTIP73204;will listen to our petition and hopefully make a wise choice;écoutera notre requête. Espérons une sage décision.;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;ascolterà la nostra richiesta e si spera faccia una scelta saggia;;;;;;;;x
EVTOPTA73204;[From.GetSheHeCap] is now my new Marshal;[From.GetIlElleCap] est désormais mon nouveau maréchal.;[From.GetSheHeCap] ist von nun an mein neuer Marschall!;;[From.GetSheHeCap] es ahora mi nuevo Mariscal;[From.GetSheHeCap] è il mio nuovo Maresciallo.;;;;;;;;x
EVTOPTC73204;I rule in the [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;Governo io in [Root.PrimaryTitle.GetFullName]!;;;;;;;;x
EVTDESC73205;My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Marshal of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];M[This.GetOnA] ch[This.GetErEre] [This.GetBestName], vous êtes digne de confiance.\nJe vous accorde le titre de maréchal [Root.PrimaryTitle.Get_du_RealmFull].\n\n[From.GetBestName];Mein lieber und vertrauenswürdiger [This.GetBestName].\nIch gewähre Euch hiermit den Titel des Marschalls von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;Mi querido y leal [This.GetBestName].\nPor la presente os concedo el título de Mariscal de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mio caro e fidato [This.GetBestName].\nCon la presente ti assegno il titolo di Maresciallo di [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;x
EVTOPTA73205;Its what I deserve..;Je le mérite...;Ich habe es verdient ...;;Es lo que merezco…;È ciò che mi merito...;;;;;;;;x
EVTDESC73210;It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spymaster.GetTitledFirstName] as [Root.Liege.GetHerHis] Spymaster. I am more competent and would be a better Spymaster!;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_spymaster.Get_le_TitledFirstName] en tant que maître-espion. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur maître-espion !;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_spymaster.GetTitledFirstName] als [Root.Liege.GetHerHis]en Hofspitzel einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Hofspitzel!;;Es una lástima que [Root.Liege.GetTitledFirstName] emplee a [Root.job_spymaster.GetTitledFirstName] como Maestro de Espías. ¡Yo soy más competente y sería mejor Maestro de Espías!;È triste che [Root.Liege.GetTitledFirstName] abbia assunto [Root.job_spymaster.GetTitledFirstName] come [Root.Liege.GetHerHis] Capo delle Spie. Io sono più competente di lui e sarei un Capo delle Spie migliore!;;;;;;;;x
EVTOPTA73210;I will petition my liege!;Je déposerai une requête auprès de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;Ich werde meinen Lehnsherren darum ersuchen!;;¡Lo solicitaré a mi señor!;presenterò una richiesta al mio signore!;;;;;;;;x
EVTTOOLTIP73211;will listen to our petition and hopefully make a wise choice;écoutera notre requête. Espérons une sage décision.;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;ascolterà la nostra richiesta e si spera faccia una scelta saggia;;;;;;;;x
EVTDESC73211;[From.GetBestName] claims that [From.GetSheHe] would be a better Spymaster than [Root.job_spymaster.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Spymaster of the [Root.PrimaryTitle.GetFullName].;[From.Get_only_Le_Title][From.GetBestName] prétend qu'[From.GetIlElle] ferait un meilleur maître-espion que [Root.job_spymaster.Get_le_TitledFirstName], et réclame le titre de maître-espion [Root.PrimaryTitle.Get_du_RealmFull].;[From.GetBestName] behauptet, dass [From.GetSheHe] ein besserer Hofspitzel als [Root.job_spymaster.GetTitledFirstName] wäre, und ersucht darum, dass [From.GetSheHe] den Titel des Hofspitzels von [Root.PrimaryTitle.GetFullName] zugesprochen bekäme.;;[From.GetBestName] afirma que [From.GetSheHe] sería mejor Maestro de Espías que [Root.job_spymaster.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el título de Maestro de Espías de [Root.PrimaryTitle.GetFullName].;[From.GetBestName] afferma di poter essere un Capo delle Spie migliore di [Root.job_spymaster.GetTitledFirstName] e domanda che a [From.GetSheHe] venga concesso l'incarico di Capo delle Spie di [Root.PrimaryTitle.GetFullName].;;;;;;;;x
EVTOPTA73211;[From.GetSheHeCap] is now my new Spymaster;[From.GetIlElleCap] est désormais mon nouveau maître-espion.;[From.GetSheHeCap] ist von nun an mein neuer Hofspitzel!;;[From.GetSheHeCap] es ahora mi nuevo Maestro de Espías;[From.GetSheHeCap] sarà il mio nuovo Capo delle Spie;;;;;;;;x
EVTOPTB73211;Give [Root.job_spymaster.GetTitledFirstName] a chance!;Donner [Root.job_spymaster.Get_au_TitledFirstName] une chance de faire ses preuves.;Gebt [Root.job_spymaster.GetTitledFirstName] eine Chance.;;Dar a [Root.job_spymaster.GetTitledFirstName] la posibilidad de probarse [Root.job_spymaster.GetHerselfHimself];Diamo a [Root.job_spymaster.GetFirstName] una possibilità!;;;;;;;;x
EVTTOOLTIP73212;will hear of our patience.;entendra parler de notre patience.;wird von unserer Geduld hören.;;sabrá de nuestra paciencia.;riceverà notizia della nostra pazienza.;;;;;;;;x
EVTOPTC73211;I rule in the [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;Governo io in [Root.PrimaryTitle.GetFullName]!;;;;;;;;x
EVTDESC73212;My liege [From.GetBestName] is not entirely happy with our performance as Spymaster of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_only_le_Title][From.GetBestName], n'est pas satisfait[From.Get_E] de mes actions en tant que maître-espion [Root.PrimaryTitle.Get_du_RealmFull] et envisage de me remplacer.;Unser Lehnsherr [From.GetBestName] ist nicht allzu glücklich mit unserer Leistung als Hofspitzel von [Root.PrimaryTitle.GetFullName] und erwägt unsere Ablösung ...;;Mi señor [From.GetBestName] no está del todo contento con nuestro rendimiento como Maestro de Espías de [Root.PrimaryTitle.GetFullName] y está considerando sustituirnos...;Il mio signore [From.GetBestName] non è pienamente soddisfatto della mia prestazione come Capo delle Spie di [Root.PrimaryTitle.GetFullName] e sta pensando alla mia sostituzione...;;;;;;;;x
EVTOPTA73212;I must prove myself!;Je dois faire mes preuves !;Ich muss mich beweisen!;;¡Debo probar mi valía!;Devo dimostrare il mio valore!;;;;;;;;x
EVTOPTB73212;What can I do?;Que puis-je faire ?;Was kann ich tun?;;¿Qué puedo hacer?;Cosa posso fare?;;;;;;;;x
EVTDESC73213;Enough time has passed, I deserve to become Spymaster of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!;Assez d'eau a coulé sous les ponts ! Je mérite de devenir maître-espion [Root.PrimaryTitle.Get_du_RealmFull], et [Root.Liege.Get_le_TitledFirstName] me conférera ce titre !;Es ist genug Zeit vergangen und ich verdiene es, Hofspitzel von [Root.PrimaryTitle.GetFullName] zu werden, und [Root.Liege.GetTitledFirstName] wird mich dazu machen!;;Ha transcurrido tiempo suficiente, merezco convertirme en Maestro de Espías de [Root.PrimaryTitle.GetFullName] ¡y [Root.Liege.GetTitledFirstName] lo hará!;È trascorso abbastanza tempo, mi merito di diventare il Capo delle Spie di [Root.PrimaryTitle.GetFullName] e [Root.Liege.GetTitledFirstName] mi nominerà tale!;;;;;;;;x
EVTOPTA73213;I await [Root.Liege.GetHerHis] reply eagerly.;J'attends sa réponse avec impatience.;Ich warte sehnlichst auf [Root.Liege.GetHerHis]e Antwort.;;Espero [Root.Liege.GetHerHis] respuesta con impaciencia.;Attendo la risposta di [Root.Liege.GetHerHis] con impazienza.;;;;;;;;x
EVTTOOLTIP73214;will listen to our petition and hopefully make a wise choice;écoutera notre requête. Espérons une sage décision.;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;ascolterà la nostra richiesta e si spera faccia una scelta saggia;;;;;;;;x
EVTOPTA73214;[From.GetSheHeCap] is now my new Spymaster;[From.GetIlElleCap] est désormais mon nouveau maître-espion.;[From.GetSheHeCap] ist von nun an mein neuer Hofspitzel!;;[From.GetSheHeCap] es ahora mi nuevo Maestro de Espías;[From.GetSheHeCap] è il mio nuovo Capo delle Spie;;;;;;;;x
EVTOPTC73214;I rule in the [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;Governo io in [Root.PrimaryTitle.GetFullName]!;;;;;;;;x
EVTDESC73215;My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Spymaster of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];M[This.GetOnA] ch[This.GetErEre] [This.GetBestName], vous êtes digne de confiance.\nJe vous accorde le titre de maître-espion [Root.PrimaryTitle.Get_du_RealmFull].\n\n[From.GetBestName];M[This.Geteineine] liebe[This.GetrMale] und vertrauenswürdige[This.GetrMale] [This.GetBestName].\nIch gewähre Euch hiermit den Titel des Hofspitzels von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;Mi querido y leal [This.GetBestName].\nPor la presente os concedo el título de Maestro de Espías de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mio caro e fidato [This.GetBestName].\nCon la presente ti assegno il titolo di Capo delle Spie di [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;x
EVTOPTA73215;Its what I deserve..;Je le mérite...;Ich habe es verdient ...;;Es lo que me merezco…;È ciò che mi merito...;;;;;;;;x
EVTDESC73220;It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_treasurer.GetTitledFirstName] as [Root.Liege.GetHerHis] Steward. I am more competent and would be a better Steward!;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_treasurer.Get_le_TitledFirstName] en tant qu'intendant. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur intendant !;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_treasurer.GetTitledFirstName] als [Root.Liege.GetHerHis]en Kämmerer einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Kämmerer!;;Es una lástima que [Root.Liege.GetTitledFirstName] contrate a [Root.job_treasurer.GetTitledFirstName] como [Root.GetTreasurerName]. ¡Yo soy más competente y sería mejor [Root.GetTreasurerName]!;È triste che [Root.Liege.GetTitledFirstName] abbia assunto [Root.job_treasurer.GetTitledFirstName] come suo Intendente. Io sono più competente di lui e sarei un Intendente migliore!;;;;;;;;x
