#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
PROV1238;Mallabhum;;Mallabhum;;;Mallabhum;;;;;;;;x
PROV1239;Vijayapura;;Vijayapura;;;Vijayapura;;;;;;;;x
PROV1240;Kumara Mandala;;Kumara Mandala;;;Kumara Mandala;;;;;;;;x
PROV1241;Jharkand;;Jharkand;;;Jharkand;;;;;;;;x
PROV1242;Radha;;Radha;;;Radha;;;;;;;;x
PROV1243;Gauda;;Gauda;;;Gauda;;;;;;;;x
PROV1244;Kamatapur;;Kamatapur;;;Kamatapur;;;;;;;;x
PROV1245;Srihatta;;Srihatta;;;Srihatta;;;;;;;;x
PROV1246;Goalpara;;Goalpara;;;Goalpara;;;;;;;;x
PROV1247;Khijjingakota;;Khijjingakota;;;Khijjingakota;;;;;;;;x
PROV1248;Munda;;Munda;;;Munda;;;;;;;;x
PROV1249;Sambalpur;;Sambalpur;;;Sambalpur;;;;;;;;x
PROV1250;Ayodhya;;Ayodhya;;;Ayodhya;;;;;;;;x
PROV1251;Sasaram;;Sasaram;;;Sasaram;;;;;;;;x
PROV1252;Barasuru;;Barasuru;;;Barasuru;;;;;;;;x
PROV1253;Nilagiri;;Nilagiri;;;Nilagiri;;;;;;;;x #Nalgonda
PROV1254;Vairagara;;Vairagara;;;Vairagara;;;;;;;;x
PROV1255;Vemulavada;;Vemulavada;;;Vemulavada;;;;;;;;x
PROV1256;Orangallu;;Orangallu;;;Orangallu;;;;;;;;x
PROV1257;Medak;;Medak;;;Medak;;;;;;;;x
PROV1258;Nanded;;Nanded;;;Nanded;;;;;;;;x
PROV1259;Vatsagulma;;Vatsagulma;;;Vatsagulma;;;;;;;;x
PROV1260;Nasikya;;Nasikya;;;Nasikya;;;;;;;;x
PROV1261;Parnakheta;;Parnakheta;;;Parnakheta;;;;;;;;x
PROV1262;Thalner;;Thalner;;;Thalner;;;;;;;;x
PROV1263;Burhanpur;;Burhanpur;;;Burhanpur;;;;;;;;x
PROV1264;Nandurbar;;Nandurbar;;;Nandurbar;;;;;;;;x
PROV1265;Sagar;;Sagar;;;Sagar;;;;;;;;x
PROV1266;Somnath;;Somnath;;;Somnath;;;;;;;;x
PROV1267;Vardhamana;;Vardhamana;;;Vardhamana;;;;;;;;x
PROV1268;Dhamalpur;;Dhamalpur;;;Dhamalpur;;;;;;;;x
PROV1269;Canda;;Canda;;;Canda;;;;;;;;x
PROV1270;Kiranapura;;Kiranapura;;;Kiranapura;;;;;;;;x
PROV1271;Tripuri;;Tripuri;;;Tripuri;;;;;;;;x
PROV1272;Ratanpur;;Ratanpur;;;Ratanpur;;;;;;;;x
PROV1273;Turgay;;Turgay;;;Turgay;;;;;;;;x
PROV1274;Damoh;;Damoh;;;Damoh;;;;;;;;x
PROV1275;Zaranj;;Zaranj;;;Zaranj;;;;;;;;x
PROV1276;Gaya;;Gaya;;;Gaya;;;;;;;;x
PROV1277;Tummana;;Tummana;;;Tummana;;;;;;;;x
PROV1278;Gurgi;;Gurgi;;;Gurgi;;;;;;;;x
PROV1279;Rohana;;Rohana;;;Rohana;;;;;;;;x
PROV1280;Gojjam;;Gojjam;;;Gojjam;;;;;;;;x
PROV1281;Chunar;;Chunar;;;Chunar;;;;;;;;x
PROV1282;Dotawo;;Dotawo;;;Dotawo;;;;;;;;x
PROV1283;Asni;;Asni;;;Asni;;;;;;;;x
PROV1284;Bharauli;;Bharauli;;;Bharauli;;;;;;;;x
PROV1285;Acalapura;;Acalapura;;;Acalapura;;;;;;;;x
PROV1286;Kherla;;Kherla;;;Kherla;;;;;;;;x
PROV1287;Asirgarh;;Asirgarh;;;Asirgarh;;;;;;;;x
PROV1288;Ujjayini;;Ujjayini;;;Ujjayini;;;;;;;;x
PROV1289;Dadhipadra;;Dadhipadra;;;Dadhipadra;;;;;;;;x
PROV1290;Khetaka;;Khetaka;;;Khetaka;;;;;;;;x
PROV1291;Mohadavasaka;;Mohadavasaka;;;Mohadavasaka;;;;;;;;x
PROV1292;Sarasvata Mandala;;Sarasvata Mandala;;;Sarasvata Mandala;;;;;;;;x
PROV1294;Satyapura;;Satyapura;;;Satyapura;;;;;;;;x
PROV1295;Kutch;;Kutch;;;Kutch;;;;;;;;x
PROV1296;Dimapur;;Dimapur;;;Dimapur;;;;;;;;x
PROV1297;Debul;;Debul;;;Debul;;;;;;;;x
PROV1298;Chanderi;;Chanderi;;;Chanderi;;;;;;;;x
PROV1299;Candhoba;;Candhoba;;;Candhoba;;;;;;;;x
PROV1300;Kota;;Kota;;;Kota;;;;;;;;x
PROV1301;Mahoba;;Mahoba;;;Mahoba;;;;;;;;x
PROV1302;Chitrakut;;Chitrakut;;;Chitrakut;;;;;;;;x
PROV1303;Ranikot;;Ranikot;;;Ranikot;;;;;;;;x
PROV1304;Ludrava;;Ludrava;;;Ludrava;;;;;;;;x
PROV1305;Lake Balkhash;Lac Balkhach;Balchaschsee;;;Lago Balkhash;;;;;;;;x
PROV1306;Tura;;Tura;;;Tura;;;;;;;;x
PROV1307;Indus;;Indus;;;Indus;;;;;;;;x
PROV1308;Indus;;Indus;;;Indus;;;;;;;;x
PROV1309;Indus;;Indus;;;Indus;;;;;;;;x
PROV1310;Indus;;Indus;;;Indus;;;;;;;;x
PROV1311;Ganges;;Ganges;;;Ganges;;;;;;;;x
PROV1312;Ganges;;Ganges;;;Ganges;;;;;;;;x
PROV1313;Ganges;;Ganges;;;Ganges;;;;;;;;x
PROV1314;Ganges;;Ganges;;;Ganges;;;;;;;;x
PROV1315;Ganges;;Ganges;;;Ganges;;;;;;;;x
PROV1316;Brahmaputra;;Brahmaputra;;;Brahmaputra;;;;;;;;x
PROV1317;Brahmaputra;;Brahmaputra;;;Brahmaputra;;;;;;;;x
PROV1318;Samatata;;Samatata;;;Samatata;;;;;;;;x
PROV1319;Bikrampur;;Bikrampur;;;Bikrampur;;;;;;;;x
PROV1320;Aydhab;;Aydhab;;;Aydhab;;;;;;;;x
PROV1321;Kamarupanagara;;Kamarupanagara;;;Kamarupanagara;;;;;;;;x
PROV1322;Nobatia;Nobatie;Nobatia;;;Nobatia;;;;;;;;x
PROV1323;Nabadwipa;;Nabadwipa;;;Nabadwipa;;;;;;;;x
PROV1324;Suvarnagram;;Suvarnagram;;;Suvarnagram;;;;;;;;x
PROV1325;Madhupur;;Madhupur;;;Madhupur;;;;;;;;x
PROV1326;Napata;;Napata;;;Napata;;;;;;;;x
PROV1327;Rothas;;Rothas;;;Rothas;;;;;;;;x
PROV1328;Prayaga;;Prayaga;;;Prayaga;;;;;;;;x
PROV1330;Suakin;;Suakin;;;Suakin;;;;;;;;x
PROV1331;Sonda;;Sonda;;;Sonda;;;;;;;;x
PROV1332;Trinkitat;;Trinkitat;;;Trinkitat;;;;;;;;x
PROV1333;Siwistan;;Siwistan;;;Siwistan;;;;;;;;x
PROV1334;Alodia;Alodie;Alodia;;;Alodia;;;;;;;;x
PROV1335;Kosti;;Kosti;;;Kosti;;;;;;;;x
PROV1336;Vijnot;;Vijnot;;;Vijnot;;;;;;;;x
PROV1337;Uch;;Uch;;;Uch;;;;;;;;x
PROV1338;Multan;;Multan;;;Multan;;;;;;;;x
PROV1339;Rajanpur;;Rajanpur;;;Rajanpur;;;;;;;;x
PROV1340;Karor;;Karor;;;Karor;;;;;;;;x
PROV1341;Nandana;;Nandana;;;Nandana;;;;;;;;x
PROV1342;Purushapura;;Purushapura;;;Purushapura;;;;;;;;x
PROV1343;Massawa;;Massawa;;;Massawa;;;;;;;;x
PROV1344;Zeila;;Zeila;;;Zeila;;;;;;;;x
PROV1345;Medapata;;Medapata;;;Medapata;;;;;;;;x
PROV1346;Ajayameru;;Ajayameru;;;Ajayameru;;;;;;;;x
PROV1348;Arakanese Mountains;Montagnes arakanaises;Arakan-Joma-Gebirge;;;Montagne Arakanesi;;;;;;;;x
PROV1349;Vikramapura;;Vikramapura;;;Vikramapura;;;;;;;;x
PROV1350;Reni;;Reni;;;Reni;;;;;;;;x
PROV1352;Sarasvati;;Sarasvati;;;Sarasvati;;;;;;;;x
PROV1353;Vairata;;Vairata;;;Vairata;;;;;;;;x
PROV1354;Nagauda;;Nagauda;;;Nagauda;;;;;;;;x
PROV1355;Ranthambore;;Ranthambore;;;Ranthambore;;;;;;;;x
PROV1356;Kanyakubja;;Kanyakubja;;;Kanyakubja;;;;;;;;x
PROV1357;Sripatha;;Sripatha;;;Sripatha;;;;;;;;x
PROV1358;Vodamayutja;;Vodamayutja;;;Vodamayutja;;;;;;;;x
PROV1359;Mathura;;Mathura;;;Mathura;;;;;;;;x
PROV1360;Maldives;;Maldives;;;Maldives;;;;;;;;x
PROV1361;Shorkot;;Shorkot;;;Shorkot;;;;;;;;x
PROV1362;Lahur;Lahore;Lahur;;;Lahur;;;;;;;;x
PROV1363;Dipalpur;;Dipalpur;;;Dipalpur;;;;;;;;x
PROV1364;Tribandapura;;Tribandapura;;;Tribandapura;;;;;;;;x
PROV1365;Delhi;;Delhi;;;Delhi;;;;;;;;x
PROV1366;Hisar;;Hisar;;;Hisar;;;;;;;;x
PROV1367;Sthanisvara;;Sthanisvara;;;Sthanisvara;;;;;;;;x
PROV1368;Hastinapura;;Hastinapura;;;Hastinapura;;;;;;;;x
PROV1369;Socotra;;Socotra;;;Socotra;;;;;;;;x
PROV1370;Armail;;Armail;;;Armail;;;;;;;;x
PROV1371;Quzdar;;Quzdar;;;Quzdar;;;;;;;;x
PROV1372;Kandail;;Kandail;;;Kandail;;;;;;;;x
PROV1373;Assab;;Assab;;;Assab;;;;;;;;x
PROV1374;Sibi;;Sibi;;;Sibi;;;;;;;;x
PROV1375;Kafirkot;;Kafirkot;;;Kafirkot;;;;;;;;x
PROV1376;Bori;;Bori;;;Bori;;;;;;;;x
PROV1377;Maymana;;Maymana;;;Maymana;;;;;;;;x
PROV1379;Asayita;;Asayita;;;Asayita;;;;;;;;x
PROV1380;Semien;Simien;Semien;;;Semien;;;;;;;;x
PROV1381;Pundravardhana;;Pundravardhana;;;Pundravardhana;;;;;;;;x
PROV1413;Venadu;;Venadu;;;Venadu;;;;;;;;x
PROV1414;Kotthasara;;Kotthasara;;;Kotthasara;;;;;;;;x
PROV1415;Pithapuram;;Pithapuram;;;Pithapuram;;;;;;;;x
PROV1416;Kolhapur;;Kolhapur;;;Kolhapur;;;;;;;;x
PROV1417;Wag;;Wag;;;Wag;;;;;;;;x
PROV1418;Haruppeswara;;Haruppeswara;;;Haruppeswara;;;;;;;;x
PROV1419;Mithila;;Mithila;;;Mithila;;;;;;;;x
PROV1420;Simaramapura;;Simaramapura;;;Simaramapura;;;;;;;;x
PROV1421;Sravasti;;Sravasti;;;Sravasti;;;;;;;;x
PROV1422;Naimisa;;Naimisa;;;Naimisa;;;;;;;;x
PROV1423;Fergana;;Fergana;;;Fergana;;;;;;;;x
PROV1425;Ili;;Ili;;;Ili;;;;;;;;x
PROV1428;Damot;;Damot;;;Damot;;;;;;;;x
PROV1429;Begemder;;Begemder;;;Begemder;;;;;;;;x
PROV1431;Otrar;;Otrar;;;Otrar;;;;;;;;x
PROV1432;Karluk;;Karluk;;;Karluk;;;;;;;;x
PROV1433;Kazakh;;Kazakh;;;Kazakh;;;;;;;;x
PROV1434;Balkhash;;Balkhash;;;Balkhash;;;;;;;;x
PROV1436;Lakomelza;;Lakomelza;;;Lakomelza;;;;;;;;x
PROV1437;Tigrinya;;Tigrinya;;;Tigrinya;;;;;;;;x
PROV908;Rub' al Khali Desert;Désert Rub al-Khali;Rub al-Khali Wüste;;;Deserto di Rub' al Khali;;;;;;;;x
d_semien;Semien;Simien;Semien;;Semien;Semien;;;;;;;;x
d_semien_adj;Semien;simienne;Semienisch;;Semien;Semieno;;;;;;;;x
c_semien;Semien;Simien;Semien;;Semien;Semieno;;;;;;;;x
c_semien_adj;Semien;simienne;Semienisch;;Semien;Semieno;;;;;;;;x
c_tigrinya;Tigrinya;Tigrinya;Tigrinya;;Tigrinya;Tigrinya;;;;;;;;x
c_tigrinya_adj;Tigrinya;tigrinya;Tigrinyanisch;;Tigrinya;Tigrinyano;;;;;;;;x
d_afar;Afar;Afar;Afar;;Afar;Afar;;;;;;;;x
d_afar_adj;Afar;afar;Afarisch;;Afar;Afaro;;;;;;;;x
c_assab;Assab;Assab;Assab;;Assab;Assab;;;;;;;;x
c_assab_adj;Assab;assab;Assabisch;;Assab;Assabano;;;;;;;;x
c_asayita;Asaita;Asaita;Asaita;;Asaita;Asaita;;;;;;;;x
c_asayita_adj;Asaita;asaita;Asaitanisch;;Asaita;Asaita;;;;;;;;x
c_begemder;Begemder;Begemder;Begemder;;Begemder;Begemder;;;;;;;;x
c_begemder_adj;Begemder;begemder;Begemderisch;;Begemder;Begemderano;;;;;;;;x
d_wag;Wag;Wag;Wag;;Wag;Wag;;;;;;;;x
d_wag_adj;Wag;wag;Wagisch;;Wag;Wagano;;;;;;;;x
c_wag;Wag;Wag;Wag;;Wag;Wag;;;;;;;;x
c_wag_adj;Wag;wag;Wagisch;;Wag;Wagano;;;;;;;;x
c_lakomelza;Lakomelza;Lakomelza;Lakomelza;;Lakomelza;Lakomelza;;;;;;;;x
c_lakomelza_adj;Lakomelza;lakomelza;Lakomelzanisch;;Lakomelza;Lakomelzano;;;;;;;;x
d_gojjam;Gojjam;Gojjam;Gojjam;;Gojjam;Gojjam;;;;;;;;x
d_gojjam_adj;Gojjam;gojjam;Gojjamisch;;Gojjam;Gojjamano;;;;;;;;x
c_gojjam;Gojjam;Gojjam;Gojjam;;Gojjam;Gojjam;;;;;;;;x
c_gojjam_adj;Gojjam;gojjam;Gojjamisch;;Gojjam;Gojjamano;;;;;;;;x
d_damot;Damot;Damot;Damot;;Damot;Damot;;;;;;;;x
d_damot_adj;Damot;damot;Damotisch;;Damot;Damotano;;;;;;;;x
c_damot;Damot;Damot;Damot;;Damot;Damot;;;;;;;;x
c_damot_adj;Damot;damot;Damotisch;;Damot;Damotano;;;;;;;;x
d_shewa;Shewa;Shewa;Shewa;;Shewa;Shewa;;;;;;;;x
d_shewa_adj;Shewa;shewa;Shewanisch;;Shewa;Shewano;;;;;;;;x
c_massawa;Massawa;Massawa;Massawa;;Massawa;Massawa;;;;;;;;x
c_massawa_adj;Massawa;massawa;Massawanisch;;Massawa;Massawano;;;;;;;;x
b_massawa;Massawa;Massawa;Massawa;;Massawa;Massawa;;;;;;;;x
b_antalla;Antalla;Antalla;Antalla;;Antalla;Antalla;;;;;;;;x
b_rama2;Rama;Rama;Rama;;Rama;Rama;;;;;;;;x
b_hawzen;Hawzen;Hawzen;Hawzen;;Hawzen;Hawzen;;;;;;;;x
b_yeha;Yeha;Yeha;Yeha;;Yeha;Yeha;;;;;;;;x
b_tigrinya;Tigrinya;Tigrinya;Tigrinya;;Tigrinya;Tigrinya;;;;;;;;x
b_adi_ramets;Adi Ramets;Adi Ramets;Adi Ramets;;Adi Ramets;Adi Ramets;;;;;;;;x
b_amba_maderiya;Amba Maderiya;Amba Maderiya;Amba Maderiya;;Amba Maderiya;Amba Maderiya;;;;;;;;x
b_bilamba;Bilamba;Bilamba;Bilamba;;Bilamba;Bilamba;;;;;;;;x
b_golonco;Golonco;Golonco;Golonco;;Golonco;Golonco;;;;;;;;x
b_zagamat;Zagamat;Zagamat;Zagamat;;Zagamat;Zagamat;;;;;;;;x
b_adenna;Adenna;Adenna;Adenna;;Adenna;Adenna;;;;;;;;x
b_dabat;Dabat;Dabat;Dabat;;Dabat;Dabat;;;;;;;;x
b_debark;Debark;Debark;Debark;;Debark;Debark;;;;;;;;x
b_ciarveta;Ciarveta;Ciarveta;Ciarveta;;Ciarveta;Ciarveta;;;;;;;;x
b_oivela_mariam;Oivela Mariam;Oivela Mariam;Oivela Mariam;;Oivela Mariam;Oivela Mariam;;;;;;;;x
b_belesa;Belesa;Belesa;Belesa;;Belesa;Belesa;;;;;;;;x
b_amja_lebes;Amja Lebes;Amja Lebes;Amja Lebes;;Amja Lebes;Amja Lebes;;;;;;;;x
b_ambaras;Ambaras;Ambaras;Ambaras;;Ambaras;Ambaras;;;;;;;;x
b_sekota;Sekota;Sekota;Sekota;;Sekota;Sekota;;;;;;;;x
b_zumbo;Zumbo;Zumbo;Zumbo;;Zumbo;Zumbo;;;;;;;;x
b_sacca;Sacca;Sacca;Sacca;;Sacca;Sacca;;;;;;;;x
b_tsaicha;Tsaicha;Tsaicha;Tsaicha;;Tsaicha;Tsaicha;;;;;;;;x
b_lashwa;Lashwa;Lashwa;Lashwa;;Lashwa;Lashwa;;;;;;;;x
b_indeher_giba;Indeher Giba;Indeher Giba;Indeher Giba;;Indeher Giba;Indeher Giba;;;;;;;;x
b_liktaba;Liktaba;Liktaba;Liktaba;;Liktaba;Liktaba;;;;;;;;x
b_gereger;Gereger;Gereger;Gereger;;Gereger;Gereger;;;;;;;;x
b_filakit;Filakit;Filakit;Filakit;;Filakit;Filakit;;;;;;;;x
b_chekerefta;Chekerefta;Chekerefta;Chekerefta;;Chekerefta;Chekerefta;;;;;;;;x
b_danya;Danya;Danya;Danya;;Danya;Danya;;;;;;;;x
b_bete_yohanis;Bete Yohanis;Bete Yohanis;Bete Yohanis;;Bete Yohanis;Bete Yohanis;;;;;;;;x
b_awariya;Awariya;Awariya;Awariya;;Awariya;Awariya;;;;;;;;x
b_maryamu;Maryamu;Maryamu;Maryamu;;Maryamu;Maryamu;;;;;;;;x
b_dessye;Dessye;Dessye;Dessye;;Dessye;Dessye;;;;;;;;x
b_kembolcha;Kembolcha;Kembolcha;Kembolcha;;Kembolcha;Kembolcha;;;;;;;;x
b_ziya;Ziya;Ziya;Ziya;;Ziya;Ziya;;;;;;;;x
b_habru;Habru;Habru;Habru;;Habru;Habru;;;;;;;;x
b_tigaja;Tigaja;Tigaja;Tigaja;;Tigaja;Tigaja;;;;;;;;x
b_cherkwa;Cherkwa;Cherkwa;Cherkwa;;Cherkwa;Cherkwa;;;;;;;;x
b_metene;Metene;Metene;Metene;;Metene;Metene;;;;;;;;x
b_gojjam;Gojjam;Gojjam;Gojjam;;Gojjam;Gojjam;;;;;;;;x
b_mankorar;Mankorar;Mankorar;Mankorar;;Mankorar;Mankorar;;;;;;;;x
b_eliyas;Eliyas;Eliyas;Eliyas;;Eliyas;Eliyas;;;;;;;;x
b_yejube;Yejube;Yejube;Yejube;;Yejube;Yejube;;;;;;;;x
