#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
COMBATEND_WEALTH_STOLEN_LOST;§YGold Lost in Siege§!;§YOr perdu lors du siège§!;§YGold im Gefecht verloren§!;;§YOro perdido en asedio§!;§YOro Perso nell'Assedio§!;;;;;;;;x
COMBATEND_PRESTIGE_LOST;§YPrestige Lost in Battle§!;§YPrestige perdu lors de la bataille§!;§YPrestige im Gefecht verloren§!;;§YPrestigio perdido en batalla§!;§YPrestigio Perso in Battaglia§!;;;;;;;;x
COMBATEND_PIETY_SIEGE_LOST;§Y[Player.Religion.GetPietyName] Lost in Siege§!;§Y[Player.Religion.GetPietyName] perdue lors du siège§!;§Y[Player.Religion.GetPietyName] bei Belagerung verloren§!;;§Y[Player.Religion.GetPietyName] perdida en asedio§!;§Y[Player.Religion.GetPietyName] Persa nell'Assedio§!;;;;;;;;x
COMBATEND_PIETY_SIEGE;§Y[Player.Religion.GetPietyName] Gained in Siege§!;§Y[Player.Religion.GetPietyName] acquise lors du siège§!;§Y[Player.Religion.GetPietyName] bei Belagerung gewonnen§!;;§Y[Player.Religion.GetPietyName] lograda en asedio§!;§Y[Player.Religion.GetPietyName] Guadagnata nell'Assedio§!;;;;;;;;x
ASSAULT_DESC;§YAttempt an Assault§!;§YTenter un assaut§!;Angriff auf Besitztum;;Intento de asaltar posesión;§YTentativo di assalto al Possedimento§!;;;;;;;;x
ASSAULT_ALREADY_ASSAULTING;Already assaulting holding;Propriété déjà prise d'assaut;Angriff auf Besitztum ist bereits im Gange;;La posesión ya está siendo asaltada;Stiamo già assaltando il possedimento;;;;;;;;x
ASSAULT_NOT_LEADING_SIEGE;We cannot order an assault since we are not the leader of the siege;Dans la mesure où nous ne menons pas le siège, nous ne pouvons ordonner aucun assaut.;Wir können keinen Angriff befehlen, da wir die Belagerung nicht anführen;;No podemos ordenar un asalto por que no lideramos el asedio;Non possiamo ordinare un assalto perché non comandiamo l'assedio;;;;;;;;x
ASSAULT_ENOUGH_DAYS;We can order an assault on the holding, but we might take serious losses if we attempt to do so;Nous pouvons ordonner un assaut contre la propriété, mais nous risquons alors de subir de lourdes pertes.;Wir können einen Angriff auf das Besitztum befehlen, aber dabei könnten wir schwere Verluste erleiden;;Podemos ordenar el asalto a la posesión, pero podríamos sufrir graves pérdidas si lo intentamos;Possiamo ordinare un assalto al possedimento, ma potremmo subire gravi perdite nel tentativo;;;;;;;;x
ASSAULT_DAYSREQ;Time required before attempting assault: §Y$DAYS$§! day(s);Délai requis avant de tenter un assaut : §Y$DAYS$§! jours;Erforderliche Tage vor Angriffsversuch: §Y$DAYS$§!;;Tiempo requerido para intentar el asalto: §Y$DAYS$§! día(s);Tempo necessario prima di tentare l'assalto: §Y$DAYS$§! giorni;;;;;;;;x
ASSAULT_FORTLEVEL_DAYS;Base days depending on fort level: §Y$DAYS$§!;Nombre de jours en fonction du niveau de fortification : §Y$DAYS$§!;Von Festungsstärke abhängende Grundtage: §Y$DAYS$§!;;Días mínimos en función del nivel de la fortificación: §Y$DAYS$§!;Giorni minimi a seconda del livello di fortificazione: §Y$DAYS$§!;;;;;;;;x
ASSAULT_RELATIVE_SIZE;Time reduction based on relative army strength: $PERC$;Réduction du délai en fonction de la puissance relative de l'armée : $PERC$;Auf relativer Armeestärke basierender Zeitabzug: $PERC$;;Reducción de tiempo basada en el poder relativo del ejército: $PERC$;Riduzione del tempo dovuta alla potenza relativa dell'armata: $PERC$;;;;;;;;x
ASSAULT_NOT_ENOUGH_DAYS;We need another §Y$DAYS_LEFT$§! days(s) to complete the construction of our siege weapons;Il nous faut encore §Y$DAYS_LEFT$§! jours pour achever la construction de nos armes de siège.;Tage bis zur Fertigstellung unserer Belagerungswaffen: §Y$DAYS_LEFT$§!;;Precisamos §Y$DAYS_LEFT$§! día(s) más para terminar la construcción de nuestras armas de asedio;Abbiamo bisogno di altri §Y$DAYS_LEFT$§! giorni per completare la costruzione delle nostre macchine d'assedio;;;;;;;;x
BASE_TROOP_VALUE_GARRISON;Base Garrison size: $VALUE$;Taille de la garnison de base : $VALUE$;Basis-Garnisonsgröße: $VALUE$;;Tamaño de la guarnición de la base: $VALUE$;Dimensione guarnigione base: $VALUE$;;;;;;;;x
MODIFIED_TROOP_VALUE_GARRISON;Final Garrison size: §Y$VALUE$§!;Taille finale de la garnison : §Y$VALUE$§!;Endgültige Garnisonsgröße: §Y$VALUE$§!;;Tamaño final de la guarnición: §Y$VALUE$§!;Dimensione guarnigione finale: §Y$VALUE$§!;;;;;;;;x
occupied;Recently Conquered;Récemment conquis;Kürzlich erobert;;Recientemente Conquistado;Recentemente conquistato;;;;;;;;x
occupied_different_religion;Recently conquered (different religion);Récemment conquis (religion différente);Kürzlich erobert (andere Religion);;Recientemente conquistado (diferente religión);Recentemente conquistato (diversa religione);;;;;;;;x
occupied_different_religiongroup;Recently conquered (different religious group);Récemment conquis (groupe religieux différent);Kürzlich erobert (andere Religionsgruppe);;Recientemente conquistado (diferente grupo religioso);Recentemente conquistato (diverso gruppo religioso);;;;;;;;x
occupied_different_culture;Recently conquered (different culture);Récemment conquis (culture différente);Kürzlich erobert (andere Kultur);;Recientemente conquistado (diferente cultura);Recentemente conquistato (diversa cultura);;;;;;;;x
occupied_different_culturegroup;Recently conquered (different culture group);Récemment conquis (groupe culturel différent);Kürzlich erobert (andere Kulturgruppe);;Recientemente conquistado (diferente grupo cultural);Recentemente conquistato (diverso gruppo culturale);;;;;;;;x
UNITVIEW_RAISABLE_DESC;Raised / Unraised / Max Total;Effectifs mobilisés / Effectifs non mobilisés / Effectifs totaux;Ausgehoben / Nicht ausgehoben / Max gesamt;;Recaudado/No recaudado/Total máximo;Reclutate / Non Reclutate / Totale Massimo;;;;;;;;x
tut_menu_9;Introduction;Introduction;Einführung;;Introducción;Introduzione;;;;;;;;x
tut_menu_9_description;This tutorial will introduce you to the most basic parts of what Crusader Kings II is and how you play it.;Ce didacticiel présente les bases de Crusader Kings II et de son utilisation.;Dieses Tutorial wird Euch die grundlegendsten Teile von Crusader Kings II vorstellen, und wie das Spiel gespielt wird.;;Con este tutorial aprenderás lo básico de Crusader Kings II y cómo jugar.;Questo tutorial ti aiuterà a capire e imparare i fondamenti di Crusader Kings II.;;;;;;;;x
tut_menu_0;The Feudal System;Le système féodal;Das Feudalsystem;;El sistema feudal;Il Sistema Feudale;;;;;;;;x
tut_menu_0_description;Learn about the hierarchy of titles;Familiarisez-vous avec la hiérarchie des titres.;Erfahrt etwas über die Titelhierarchie;;Aprende sobre la jerarquía de títulos;Impara la gerarchia dei titoli;;;;;;;;x
