#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
nick_the_flail_of;the Flail of [Root.Liege.PrimaryTitle.GetName];la Calamité [Root.Liege.PrimaryTitle.Get_du_Realm];die Faust von [Root.Liege.PrimaryTitle.GetName];;el Mayal de [Root.Liege.PrimaryTitle.GetName];La Calamità di [Root.Liege.PrimaryTitle.GetName];;;;;;;;x
nick_the_scourge_of;the Scourge of [Root.Liege.PrimaryTitle.GetName];le Fléau [Root.Liege.PrimaryTitle.Get_du_Realm];die Geißel von [Root.Liege.PrimaryTitle.GetName];;el azote de [Root.Liege.PrimaryTitle.GetName];Il Flagello di [Root.Liege.PrimaryTitle.GetName];;;;;;;;x
EVTTITLE_ZE_1011;The Disobedient Daughter;La fille désobéissante;Die ungehorsame Tochter;;La Hija Desobediente;La Figlia Disubbidiente;;;;;;;;x
EVTDESC_ZE_1011;Your daughter [FromFrom.GetFirstName] comes to see you. She is very unhappy with the arranged marriage: '[Root.GetFatherMother] - I do not love my new husband and I will not accept this! I implore you to annul the marriage!';Votre fille [FromFrom.GetFirstName] vient vous voir. Elle est très mécontente du mariage arrangé : « [Root.GetFatherMother] - je n'aime pas mon nouveau mari et je n'accepterai pas cette situation ! Je vous implore d'annuler le mariage ! »;"Eure Tochter [FromFrom.GetFirstName] besucht Euch. Sie ist sehr unglücklich mit der vereinbarten Vermählung: ""[Root.GetFatherMother] – ich liebe meinen Ehemann nicht und kann dies nicht akzeptieren! Ich bitte Euch inständig darum, diese Heirat zu annullieren!""";;Tu hija [FromFrom.GetFirstName] viene a verte. Es muy infeliz con su matrimonio concertado: '¡[Root.GetFatherMother], no amo a mi nuevo esposo y no voy a aceptar esto! ¡Te imploro que anules el matrimonio!';Tua figlia, [FromFrom.GetFirstName], viene a trovarti. Lei è molto infelice per il matrimonio combinato: '[Root.GetFatherMother] - non amo il mio nuovo marito e non lo accetto! Ti imploro di annullare il matrimonio!';;;;;;;;x
EVTOPTA_ZE_1011;You are not thinking straight, [FromFrom.GetFirstName].;Vous n'avez pas les idées claires, [FromFrom.GetFirstName].;Du hängst absonderlichen Gedanken nach, [FromFrom.GetFirstName].;;No piensas con claridad, [FromFrom.GetFirstName].;Non è giusto quel che pensi, [FromFrom.GetFirstName].;;;;;;;;x
EVTOPTB_ZE_1011;Very well, we shall not force you.;Très bien, nous ne vous forcerons pas la main.;Nun gut, wir wollen dich zu nichts zwingen.;;Muy bien, no te obligaremos.;Molto bene, non ti forzerò.;;;;;;;;x
EVTDESC_ZE_1012;As the wedding celebrations are being prepared, [From.GetTitledName] informs you that [From.GetHerHis] daughter will not accept marrying [target_spurned_spouse.GetTitledName], and [From.GetSheHe] has decided to annul the marriage!;Tandis que les préparatifs du mariage sont en cours, [From.Get_le_TitledName] vous informe que sa fille refuse d'épouser [target_spurned_spouse.Get_le_TitledName], et [From.GetIlElle] a décidé d'annuler le mariage !;Als die Vorbereitungen für das Hochzeitsfest laufen, informiert Euch [From.GetTitledName], dass [From.GetHerHis]e Tochter die Vermählung mit [target_spurned_spouse.GetTitledName] nicht akzeptieren wird und dass [From.GetSheHe] beschlossen hat, die Heirat zu annullieren.;;Cuando se estaban preparando las celebraciones de boda, [From.GetTitledName] te informa que [From.GetHerHis] hija no aceptará casarse con [target_spurned_spouse.GetTitledName], ¡y [From.GetSheHe] ha decidido anular el matrimonio!;Quando la celebrazione del matrimonio sta per iniziare, [From.GetTitledName] ti informa che [From.GetHerHis] figlia non accetta il matrimonio con [target_spurned_spouse.GetTitledName], e che [From.GetSheHe] ha deciso di annullare il matrimonio!;;;;;;;;x
EVTOPTA_ZE_1012;What? This is unheard of!;Quoi ? C'est du jamais vu !;Wie bitte? Das ist ja unerhört!;;¿Qué? Esto es inaudito!;Che cosa? Questo è inaudito!;;;;;;;;x
EVTOPTA_ZE_1031;I didn't think you'd mind...;Je ne pensais pas que tu y verrais une objection...;Ich hätte nicht gedacht, dass es dir etwas ausmacht ...;;No pensé que te importará...;Non pensavo ti dispiacesse..;;;;;;;;x
EVTDESC_ZE_1120;There is a rumor among the servants that the tragedy which befell the late husband of your daughter [From.GetFirstName] was in fact caused by her. She supposedly poisoned him in his sleep.;Il y a une rumeur parmi les serviteurs prétendant que votre fille [From.GetFirstName] est responsable de la tragédie dont fut victime feu son mari. Elle l'aurait empoisonné durant son sommeil.;Es geht das Gerücht, dass Eure Tochter [From.GetFirstName] nicht ganz unbeteiligt am Tode ihres Mannes ist. Sie soll ihn im Schlaf vergiftet haben.;;Corre el rumor entre los sirvientes que la tragedia que cayó sobre el difunto marido de tu hija [From.GetFirstName] fue de hecho causada por ella. Al parecer lo envenenó mientras dormía.;Gira voce, fra la servitù, che la tragedia che ha colpito il defunto marito di tua figlia [From.GetFirstName] sia stato causato da lei. Si suppone che lei lo abbia avvelenato nel sonno.;;;;;;;;x
EVTOPTA_ZE_1120;Who knows if such rumors are true?;Qui sait si de telles rumeurs sont fondées ?;Wer weiß, ob diese Gerüchte wahr sind?;;¿Quién sabe si estos rumores son ciertos?;Chissà se queste voci sono vere?;;;;;;;;x
EVTDESC_ZE_1130;You receive news that your daughter [From.GetFirstName], in a heated argument in the bedchamber, drew a sword and attacked and her spouse. He apparently managed to find a weapon to defend himself but she bested him in combat and killed him!;Vous avez entendu une rumeur disant que votre fille, [From.GetFirstName], suite à une scène de ménage dans la chambre conjugale, aurait tiré son épée et attaqué son époux. Il aurait réussi à trouver une arme pour se défendre, mais elle aurait eu le dessus et l'aurait tué !;Ihr erhaltet die Nachricht, dass Eure Tochter [From.GetFirstName] bei einem hitzigen Streit in ihrem Schlafzimmer ein Schwert gezogen und ihren Ehegatten angegriffen haben soll. Zwar gelang es ihm, eine Waffe zu ergreifen und sich zu verteidigen, doch sie besiegte ihn im Kampf und erschlug ihn!;;Te informan que tu hija [From.GetFirstName], en una discusión acalorada  en la alcoba, sacó una espada y atacó a y su cónyuge. Al parecer él, logró encontrar un arma para defenderse pero ella le superó en el combate, ¡y le mató!;Ricevi notizia che tua figlia [From.GetFirstName], in un accesa discussione in camera da letto, abbia afferrato una spada ed abbia attaccato il suo sposo. Sembra che sia riuscito a trovare un'arma per difendersi ma lei lo ha battuto in combattimento e lo ha ucciso.;;;;;;;;x
EVTOPTA_ZE_1130;Terrible, but... impressive!;C'est tragique et... impressionnant !;Das ist furchtbar ... aber auch beeindruckend.;;Terrible, pero... ¡impresionante!;Terribile.. ma impressionante!;;;;;;;;x
EVTDESC_ZE_1142;Your daughter, [From.GetFirstName], has eloped! Worse, she seems to have made friends abroad and has settled in a castle in the realm of [From.Owner.TopLiege.PrimaryTitle.GetName]!;Votre fille [From.GetFirstName] s'est enfuie ?! Pire encore, elle semble s'être fait des amis à l'étranger et installée dans un château [From.Owner.TopLiege.PrimaryTitle.Get_du_Realm] !;Eure Tochter, [From.GetFirstName], ist davongelaufen! Und schlimmer noch: Sie scheint Freunde im Ausland zu haben und hat nun in einer Burg im Reich von [From.Owner.TopLiege.PrimaryTitle.GetName] Quartier bezogen!;;¡Tu hija, [From.GetFirstName], se ha fugado! Peor aún, parece haber hecho amigos en el extranjero y se ha instalado en un castillo del Reino de [From.Owner.TopLiege.PrimaryTitle.GetName]!;Tua figlia, [From.GetFirstName], è fuggita! Peggio ancora, sembra che si sia fatta delle amicizie all'estero e che si sia stabilita in un castello nel regno di [From.Owner.TopLiege.PrimaryTitle.GetName]!;;;;;;;;x
EVTOPTA_ZE_1142;What? How...?;Quoi ? Comment... ?;Wie bitte? Was ...?;;¿Qué? ¿Cómo...?;Che? Come??;;;;;;;;x
EVTTITLE_ZE_1150;The Mercenary Princess;La princesse mercenaire;Die Söldnerprinzessin;;La princesa mercenaria;La Principessa Mercenaria;;;;;;;;x
EVTDESC_ZE_1150;Your daughter, [From.GetFirstName], has eloped, leaving her family and home behind! And you hardly believe your ears when you are told that she has banded up with scoundrels and criminals and formed a mercenary band, which she now leads!;Votre fille [From.GetFirstName] s'est enfuie en laissant sa famille et sa maison derrière elle ! Vous avez du mal à en croire vos oreilles lorsqu'on vous dit qu'elle s'est acoquinée avec des vauriens et des criminels pour former un groupe de mercenaires dont elle est maintenant à la tête !;Eure Tochter, [From.GetFirstName], ist davongelaufen und hat ihre Familie und Heimat hinter sich gelassen! Ihr traut Euren Ohren nicht, als Ihr hört, dass sie nun mit Schurken und Kriminellen eine Söldnerbande aufgestellt hat, deren Anführerin sie nun ist!;;¡Tu hija, [From.GetFirstName], se ha fugado, dejando atrás familia y  hogar! ¡Y apenas puedes creer cuando te dicen que ha congregado con sinvergüenzas y delincuentes y ha formado una banda de mercenaria, que dirige ahora!;Tua figlia, [From.GetFirstName], è fuggita lasciandosi la sua famiglia e la sua casa alle spalle! E tu non credi alle tue orecchie quando ti informano che si è unita ad una banda di criminali e banditi che adesso capeggia!;;;;;;;;x
EVTOPTA_ZE_1150;This is intolerable!;C'est intolérable !;Das ist absolut inakzeptabel!;;¡Esto es intolerable!;Questo è intollerabile!;;;;;;;;x
EVTDESC_ZE_1180;Your daughter [From.GetFirstName] comes to see you: '[Root.GetFatherMotherCap], I cannot abide your arbitrariness and tyranny, and your hypocritical abuse of the name of [Root.Religion.GetRandomGodName] vexes me more than anything else. I spit on your religion and I turn my back on it!';Votre fille [From.GetFirstName] vient vous voir : « [Root.GetFatherMotherCap], je ne peux accepter votre attitude arbitraire et tyrannique, et votre utilisation hypocrite du nom de [Root.Religion.GetRandomGodName] me contrarie plus encore que tout le reste. Je crache sur votre religion et lui tourne le dos ! »;"Eure Tochter [From.GetFirstName] besucht Euch: ""[Root.GetFatherMotherCap], ich kann Eure Willkür und Tyrannei nicht länger ertragen. Auch wie Ihr in heuchlerischer Art und Weise den Namen von [Root.Religion.GetRandomGodName] entehrt, quält mich zutiefst. Ich will mit Eurer Religion nichts mehr zu schaffen haben. Ich spucke auf sie!""";;Tu hija [From.GetFirstName] viene a verte: '[Root.GetFatherMotherCap], no puedo respetar su arbitrariedad y tiranía, y tu abuso hipócrita del nombre de [Root.Religion.GetRandomGodName] me fastidia más  que cualquier otra cosa. ¡Escupo en tu religión y le doy la espalda!';Tua figlia [From.GetFirstName] viene a trovarti: '[Root.GetFatherMotherCap], non riesco a rispettare il tuo arbitrio e la tua tirannia, i vostri ipocriti abusi in nome di [Root.Religion.GetRandomGodName] mi irritano più di ogni altra cosa. Sputo sulla tua religione e la abbandono!';;;;;;;;x
EVTOPTA_ZE_1180;I have raised a blasphemer and heretic!;J'ai élevé une blasphématrice doublée d'une hérétique !;Ich habe eine gotteslästerliche Häretikerin großgezogen!;;¡He criado a una blasfema y hereje!;Ho cresciuto una blasfema ed un'eretica!;;;;;;;;x
EVTDESC_ZE_1190;Your daughter [From.GetFirstName] could not abide her solitary and ignoble existence as a prisoner. Ever prone to choosing her own path, this time she has chosen to take her own life.;Votre fille [From.GetFirstName] ne supportait plus son existence solitaire et misérable de prisonnière. Toujours encline à choisir sa propre voie, elle a cette fois-ci choisi de s'ôter la vie.;Eure Tochter [From.GetFirstName] konnte die Einsamkeit und ihr unwürdiges Dasein als Gefangene nicht länger ertragen. In der ihr eigenen Art traf sie ihre Wahl und entschied sich, ihrem Leben ein Ende zu machen.;;Tu hija [From.GetFirstName] no pudo soportar su existencia solitaria e innoble como presa. Siempre propensa a elegir su propio camino, esta vez ha decidido tomar su propia vida.;Tua Figlia [From.GetFirstName] non poteva sopportare la sua ignobile e solitaria esistenza da prigioniera. Sempre pronta a prendere le sue decisioni, questa volta ha scelto di togliersi la vita.;;;;;;;;x
EVTDESC_ZE_1302;Your daughter [From.GetFirstName] comes to see you: '[Root.GetFatherMotherCap], [target_daughter_wants_to_marry.GetFirstName] and I love each other, and I demand you allow us to marry.';Votre fille [From.GetFirstName] vient vous voir : « [Root.GetFatherMotherCap], [target_daughter_wants_to_marry.GetFirstName] et moi nous nous aimons. Je vous demande de nous laisser nous marier. »;"Eure Tochter [From.GetFirstName] besucht Euch: ""[Root.GetFatherMotherCap], [target_daughter_wants_to_marry.GetFirstName] und ich lieben einander. Ich verlange, dass Ihr in unsere Heirat einwilligt.""";;Tu hija [From.GetFirstName] viene a verte: '[Root.GetFatherMotherCap], [target_daughter_wants_to_marry.GetFirstName] y yo nos amamos, y te exijo que nos permitas casarnos.';Tua figlia [From.GetFirstName] viene a trovarti: '[Root.GetFatherMotherCap], [target_daughter_wants_to_marry.GetFirstName] ed io ci amiamo l'un l'altro, ti domando il permesso per sposarci.';;;;;;;;x
EVTOPTA_ZE_1302;Of course my dear, if that is what you desire.;Bien sûr ma chérie, si c'est ce que vous désirez.;Natürlich, mein Liebling, wenn dies dein Wunsch ist.;;Por supuesto, querida mía, si eso es lo que deseas.;Ma certo mia cara, se è quello che desideri.;;;;;;;;x
EVTOPTB_ZE_1302;Do not ask such absurd things of me.;Ne me demande pas des choses aussi absurdes.;Stell bitte keine solch absurden Forderungen.;;No me pidas semejantes absurdos.;Non chiedermi tali assurdità.;;;;;;;;x
EVTDESC_ZE_4000;Your [Root.GetMarshalName], [Root.job_marshal.GetTitledName], has come to you with a suggestion: 'My [Root.GetLordLady], it is my opinion that [recommended_for_marshal_ze_4000.GetTitledNameWithNick] would make an excellent military commander. I suggest we make use of [recommended_for_marshal_ze_4000.GetHerHis] talents for the good of the realm.;Votre [Root.GetMarshalName], [Root.job_marshal.Get_le_TitledName], vient vous voir avec une suggestion : « M[Root.GetOnA][Root.GetLordLady], je pense que [recommended_for_marshal_ze_4000.Get_only_le_Title][recommended_for_marshal_ze_4000.GetTitledNameWithNick] ferait un excellent commandant militaire. Je suggère que nous utilisions ses talents pour le bien du pays. »;"Euer [Root.GetMarshalName], [Root.job_marshal.GetTitledName], macht Euch einen Vorschlag: ""[Root.GetLordLady], ich bin der Ansicht, dass [recommended_for_marshal_ze_4000.GetTitledNameWithNick] einen exzellenten Befehlshaber abgeben würde. Zum Wohl des Reiches schlage ich vor, dass wir solch erlesene Fähigkeiten nicht ungenutzt lassen.""";;Tu [Root.GetMarshalName], [Root.job_marshal.GetTitledName], ha venido a verte con una sugerencia: 'Mi [Root.GetLordLady], es mi opinión que [recommended_for_marshal_ze_4000.GetTitledNameWithNick] sería un excelente comandante militar. Sugiero que aprovechemos [recommended_for_marshal_ze_4000.GetHerHis] talentos por el bien del reino.;Il tuo [Root.job_marshal.GetTitledName], viene da te con un suggerimento: 'Mio [Root.GetLordLady], è mia opinione che [recommended_for_marshal_ze_4000.GetTitledNameWithNick] possa essere un eccellente comandante militare. Ti suggerisco di avvalerti dei [recommended_for_marshal_ze_4000.GetHerHis] talenti per il bene del reame.;;;;;;;;x
EVTOPTA_ZE_4000;Very well.;Très bien.;Sehr gut.;;Muy bien.;Molto bene.;;;;;;;;x
EVTOPTB_ZE_4000;No, I have other candidates in mind.;Non merci, j'ai d'autres candidats en tête.;Nein, ich würde andere Kandidaten vorziehen.;;No, estoy pensando en otros candidatos.;No, ho un altro candidato in mente.;;;;;;;;x
disloyal_peasantry;Disloyal Peasantry;Paysannerie déloyale;Untreue Bauern;;Clase Campesina Desleal;Cittadini Sleali;;;;;;;;x
disloyal_peasantry_desc;Someone or something has stirred up disloyal sentiments towards the ruler among the peasants of the realm ;Quelqu'un ou quelque chose a suscité des sentiments déloyaux envers le dirigeant parmi les paysans du royaume ;Irgendetwas oder irgendwer hat die Bauern in ihren illoyalen Tendenzen gegenüber ihrem Herrscher bestärkt. ;;Algo o alguien ha suscitado sentimientos desleales contra el gobernante entre los campesinos del reino;Qualcosa o qualcuno ha suscitato un sentimento di slealtà verso il Sovrano fra i cittadini del regno. ;;;;;;;;x
abuse_of_office;Abuse of Office;Abus d'autorité;Amtsmissbrauch;;Abuso de autoridad;Abuso d'Ufficio;;;;;;;;x
spiritual_refused_pagans;Refused to Preach Among the Pagans;A refusé de prier parmi les païens;Weigerung, den Heiden zu predigen;;Se niega a predicar entre los paganos;Rifiutarsi di predicare fra i pagani;;;;;;;;x
spiritual_refused_pagans_desc;This character, while a [GetLordSpiritualName], refused to proselytize in Pagan realms, deeming it much too dangerous.;Jugeant que c'était trop dangereux, cette personne, alors [GetLordSpiritualName], a refusé de faire du prosélytisme dans les royaumes païens.;In ihrer Zeit als [GetLordSpiritualName] weigerte sich diese Person, die Heiden zu bekehren, da sie dies für zu gefährlich hielt.;;Este personaje, siendo un [GetLordSpiritualName], se ha negado a hacer proselitismo en reinos paganos, considerándolo muy peligroso.;Questo personaggio, un [GetLordSpiritualName], si è rifiutato di predicare fra i pagani ritenendo la situazione troppo pericolosa.;;;;;;;;x
EVTDESC_ZE_5000;Your [Root.GetLordSpiritualName] approaches you with a request: 'My [Root.GetLordLady], I want your permission to travel to the Pagan lands and spread the [Root.Religion.GetName] faith among those unfortunate people. It shall be for the glory of [Root.Religion.GetRandomGodName].';Votre [Root.GetLordSpiritualName] vous soumet la requête suivante : « M[Root.GetOnA][Root.GetLordLady], je vous demande la permission de voyager dans les territoires païens pour propager la religion [Root.Religion.GetName] parmi ces malheureuses populations. Tout ceci à la gloire de [Root.Religion.GetRandomGodName]. »;"Euer [Root.GetLordSpiritualName] konfrontiert Euch mit einer Bitte:\n\n""[Root.GetLordLady], bitte gebt mir die Erlaubnis, ins Land der Heiden zu reisen, um den Unglücklichen dort das Wort der [Root.Religion.GetName]en Lehre zu predigen. [Root.Religion.GetRandomGodName] sei gepriesen.""";;Tu [Root.GetLordSpiritualName] te acerca con una petición: 'Mi [Root.GetLordLady], quiero vuestro permiso para viajar a las tierras paganas y propagar la fe [Root.Religion.GetName] entre aquellas gentes desafortunadas. Será para mayor gloria de [Root.Religion.GetRandomGodName].';Il tuo [Root.GetLordSpiritualName] si avvicina con una richiesta: 'Mio signore, vorrei il tuo permesso per viaggiare fra le lande Pagane e predicare la fede di [Root.Religion.GetName] tra quelle sfortunate persone. Per la gloria di [Root.Religion.GetRandomGodName]'.;;;;;;;;x
EVTOPTA_ZE_5000;Your zeal does you credit. [Root.Religion.GetRandomGodName] be with you.;Votre zèle est tout à votre honneur. Que [Root.Religion.GetRandomGodName] soit avec vous.;Euer Eifer ehrt Euch. [Root.Religion.GetRandomGodName] sei mit Euch.;;Tu celo te honra. Que [Root.Religion.GetRandomGodName] te acompañe.;Il tuo zelo ti fa onore. Che [Root.Religion.GetRandomGodName] sia con te.;;;;;;;;x
EVTOPTB_ZE_5000;Very well, if you insist.;Très bien, si vous insistez.;Na gut, wenn Ihr darauf besteht.;;Muy bien, si insistes.;Molto bene, se insisti.;;;;;;;;x
EVTOPTC_ZE_5000;No, I will not allow it.;Non, je ne le permettrai pas !;Nein, das werde ich nicht erlauben.;;No, no lo permitiré.;No, ti nego il permesso.;;;;;;;;x
EVTDESC_ZE_5010;My [Root.GetLordLady],\n\nI would like us to invest in building a great temple for the glory of [Root.Religion.GetRandomGodName]. I will contribute from my own purse to the construction costs.\n\nEver in service of the [Root.Religion.GetName] faith,\n[Root.job_spiritual.GetTitledName], [Root.GetLordSpiritualName] of [Root.PrimaryTitle.GetName];M[Root.GetOnA][Root.GetLordLady],\n\nJe voudrais que nous investissions dans un grand temple à la gloire de [Root.Religion.GetRandomGodName]. Je contribuerai de ma poche aux coûts de construction.\n\nToujours au service de la foi [Root.Religion.GetName],\n[Root.job_spiritual.GetTitledName], [Root.GetLordSpiritualName] [Root.PrimaryTitle.Get_du_Realm];[Root.GetLordLady],\n\nich möchte, dass wir zu Ehren von [Root.Religion.GetRandomGodName] in den Bau eines großen Tempels investieren. Einen Teil der Mittel würde ich aus dem eigenen Vermögen beisteuern.\n\nAls treuer Diener des [Root.Religion.GetName]en Glaubens\n[Root.job_spiritual.GetTitledName], [Root.GetLordSpiritualName] von [Root.PrimaryTitle.GetName];;Mi [Root.GetLordLady],\n\nMe gustaría invertir en la construcción de un gran templo para la gloria de [Root.Religion.GetRandomGodName]. Contribuiré de mi propia bolsa a los costes de la construcción.\n\nSiempre al servicio de la fe [Root.Religion.GetName],\n[Root.job_spiritual.GetTitledName], [Root.GetLordSpiritualName] de [Root.PrimaryTitle.GetName];Mio [Root.GetLordLady],\n\nVorrei che investissimo nella costruzione di un grande tempio in onore di [Root.Religion.GetRandomGodName]. Contribuirò con la mia parte ai costi di costruzione.\n\nSempre al servizio della fede [Root.Religion.GetName],\n[Root.job_spiritual.GetTitledName], [Root.GetLordSpiritualName] di [Root.PrimaryTitle.GetName];;;;;;;;x
EVTOPTA_ZE_5010;A great idea!;Excellente idée !;Ein großartige Idee!;;¡Una idea genial!;Grande idea!;;;;;;;;x
EVTOPTB_ZE_5010;It would be a waste of money.;Ce serait de l'argent gaspillé.;Das wäre reine Verschwendung.;;Sería un desperdicio de dinero.;Sarebbe uno spreco di denaro.;;;;;;;;x
EVTDESC_ZE_5020;Strange news reach your ears. Apparently, one of your courtiers has converted to the [ze_5020_province.Religion.GetName] faith!;D'étranges nouvelles arrivent à vos oreilles. Apparemment, l'un de vos courtisans s'est converti à la religion [ze_5020_province.Religion.GetName] !;Seltsame Kunde erreicht Euch. Offenbar ist einer Eurer Höflinge zu folgendem Glauben übergetreten: [ze_5020_province.Religion.GetName];; Noticias extrañas te alcanzan. ¡Al parecer, uno de tus cortesanos se ha convertido a la fe de [ze_5020_province.Religion.GetName]!;Una strana notizia giunge alle tue orecchie, sembra che un tuo cortigiano si sia convertito alla fede [ze_5020_province.Religion.GetName]!;;;;;;;;x
EVTOPTA_ZE_5020;Why on earth...?;Pourquoi diable... ?;Warum um Himmels willen ...?;;¿Por qué demonios...?;perché...?;;;;;;;;x
