#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
SAME_GUARDIAN_AS;Same Guardian as ;Même tuteur que ;Hat denselben Vormund wie ;;Mismo tutor que ;Ha lo stesso Tutore di ;;;;;;;;x
NOT_SAME_GUARDIAN_AS;NOT Same Guardian as ;Pas le même tuteur que ;Hat nicht denselben Vormund wie ;;Distinto tutor que ;NON ha lo stesso Tutore di ;;;;;;;;x
GARRISON_REINFORCE_PROVINCEVIEW_TOOLTIP;Reinforcement: §Y+$NUM$§!/month;Renforts : §Y+$NUM$§!/mois;Verstärkung: §Y+$NUM$§!/Monat;;Refuerzos: §Y+$NUM$§!/mes;Rinforzo: §Y+$NUM$§! al mese;;;;;;;;x
NO_LEVY_REINF_GARRISON;§RLevy will not reinforce until the garrison is full§!;§RLes levées ne se renforceront pas tant que la garnison restera incomplète§!;§RAufgebot wird nicht verstärkt, solange die Garnison nicht vollzählig ist§!;;§RLa leva no se reforzará hasta que la guarnición esté completa§!;§RLa Leva non si rinforzerà fino a che la guarnigione non sarà completa§!;;;;;;;;x
d_ghilman;Ghilman;Bande de ghulams;Ghilman;;Ghilman;Ghilman;;;;;;;;x
d_ghilman_adj;Ghilman;ghulame;Ghilman;;Ghulam;di Ghilman;;;;;;;;x
county_isolated;Isolated County;Comté isolé;Isolierte Grafschaft;;Condado Aislado;Contea isolata;;;;;;;;x
TITLE_TIER_IS_LOWER;§Y$NAME$'s§! rank is lower than §Y$RANK$§!\n;Le rang de §Y$NAME$§! est inférieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist niedriger als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! es inferior al de §Y$RANK$§!\n;Il rango di §Y$NAME$§! è inferiore a §Y$RANK$§!\n;;;;;;;;x
TITLE_TIER_IS_NOT_LOWER;§Y$NAME$'s§! rank is NOT lower than §Y$RANK$§!\n;Le rang de §Y$NAME$§! n'est pas inférieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist nicht niedriger als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! NO es inferior al de §Y$RANK$§!\n;Il rango di §Y$NAME$§! NON è inferiore a §Y$RANK$§!\n;;;;;;;;x
TITLE_TIER_IS_HIGHER;§Y$NAME$'s§! rank is higher than §Y$RANK$§!\n;Le rang de §Y$NAME$§! est supérieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist höher als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! es superior al de §Y$RANK$§!\n;Il rango di §Y$NAME$§! è superiore a §Y$RANK$?\n;;;;;;;;x
TITLE_TIER_IS_NOT_HIGHER;§Y$NAME$'s§! rank is NOT higher than §Y$RANK$§!\n;Le rang de §Y$NAME$§! n'est pas supérieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist NICHT höher als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! NO es superior al de §Y$RANK$§!\n;Il rango di §Y$NAME$§! NON è superiore a §Y$RANK$§!\n;;;;;;;;x
MSG_SETTING_PRIO6;Will pause the game.;Mettre le jeu en pause;Pausiert das Spiel;;Pausará el juego;Metter?il gioco in pausa.;;;;;;;;x
MSG_SETTING_CLOSE_COL;This column controls the behavior of this message when regarding you or close and unlanded family members;Cette colonne contrôle le comportement de ce message vous concernant ou ceux d'un membre de la famille qui est sans terre;Diese Spalte beeinflusst das Verhalten dieser Nachricht in Hinsicht auf dich oder nahe und besitzlose Familienmitglieder;;Esta columna controla el comportamiento de los mensajes que te atañen a ti o a tus familiares cercanos en la Corte;Questa colonna controlla il comportamento dei messaggi che riguardano il tuo personaggio o i membri stretti e senza terre della tua famiglia;;;;;;;;x
MSG_SETTING_OTHER_COL;This column controls the behavior of this message when regarding other characters of message interest;Cette colonne contrôle le comportement de ce message concernant d'autres personnages;Diese Spalte beeinflusst das Verhalten dieser Nachricht in Hinsicht auf das Interesse von Nachrichten anderer Charaktere;;Esta columna controla el comportamiento de los mensajes que atañen a otros personajes interesantes;Questa colonna controlla il comportamento dei messaggi che riguardano gli altri personaggi;;;;;;;;x
MSG_SETTING_INTEREST_COL;This column controls the behavior of this message when regarding characters set as special interest;Cette colonne contrôle le comportement du message concernant des personnages importants;Diese Spalte beeinflusst das Verhalten dieser Nachricht bezüglich Charakteren von besonderem Interesse;;Esta columna controla el comportamiento de los mensajes que atañen a personajes marcados como especialmente interesantes;Questa colonna controlla il comportamento dei messaggi che riguardano i personaggi contrassegnati come personaggi importanti;;;;;;;;x
MSG_SETTING_CLOSE_BUT;This button shows settings for messages when regarding you or close and unlanded family members;Ce bouton affiche les options pour les messages vous concernant ou à propos des membres de votre famille sans terre;Dieser Schalter beeinflusst das Verhalten dieser Nachricht in Hinsicht auf dich oder nahe und besitzlose Familienmitglieder;;Este botón muestra las opciones para mensajes referentes a tí o a tu familia cercana o en la corte;Questo pulsante mostra le impostazioni dei messaggi che riguardano il tuo personaggio o i membri stretti e senza terre della tua famiglia;;;;;;;;x
MSG_SETTING_INTEREST_BUT;This button shows settings for messages when regarding characters set as special interest;Ce bouton affiche les options pour les messages concernant les personnages importants;Dieser Schalter beeinflusst das Verhalten dieser Nachricht bezüglich Charakteren von besonderem Interesse;;Este botón muestra las opciones para mensajes referentes a personajes especialmente interesantes;Questo pulsante mostra le impostazioni dei messaggi che riguardano i personaggi contrassegnati come personaggi importanti;;;;;;;;x
MSG_SETTING_OTHER_BUT;This button shows settings for messages when regarding other characters of message interest;Ce bouton affiche les options pour les messages concernant les personnages anodins;Dieser Schalter beeinflusst das Verhalten dieser Nachricht in Hinsicht auf das Interesse von Nachrichten anderer Charaktere;;Este botón muestra las opciones para mensajes referentes a otros personajes interesantes;Questo pulsante mostra le impostazioni dei messaggi che riguardano gli altri personaggi;;;;;;;;x
SPECIAL_INTEREST_CHARACTERS;Characters of Special Interest;Personnages importants;Wichtige Charaktere;;Personajes especialmente interesantes;Personaggi Importanti;;;;;;;;x
CIW_MESSAGES;§YToggle Special Interest§!;§YMarquer comme personnage soit important soit quelconque§!;§YAls Charakter von besonderem Interesse kennzeichnen§!;;Seleccionar/Deseleccionar como personaje especialmente interesante;§YContrassegnare come Personaggio Importante§!;;;;;;;;x
CIW_MESSAGES_DEL;Characters of special interest are listed in the Outliner and have their own message settings;Les personnages qui sont marqués comme important sont plus faciles à suivre car ils sont dans l'index et ont leur propre configuration de messages;Charaktere von besonderem Interesse sind leichter zu verfolgen, da sie eine Outlinerkategorie und ihre eigene Nachrichteneinstellung haben.;;Los personajes especialmente interesantes son más fáciles de seguir pues tienen una categoría especial y su propia configuración de mensajes;I personaggi importanti sono elencati nel Cruscotto e hanno specifiche impostazioni dei messaggi;;;;;;;;x
EVTDESC24503;The rest of my sons are nowhere near the abilities of [From.GetTitledFirstName]. He knew how to handle a sword, and would have been a great [Root.GetTitle] after my death.;Mes fils survivants, hélas, n'arrivent pas à la cheville [From.Get_du_TitledFirstName]. Lui, au moins, savait manier l'épée, et aurait été un grand [Root.GetTitle] après ma mort.;Meine verbleibenden Söhne haben bei weitem nicht die Fähigkeiten, die [From.GetTitledFirstName] hatte. Er wusste, wie man ein Schwert führte, und wäre ein großartiger [Root.GetTitle] nach meinem Tod gewesen.;;El resto de mis hijos ni se acercan a la capacidad de [From.GetTitledFirstName]. Sabía como blandir una espada, y hubiera sido un gran [Root.GetTitle] a mi muerte;Gli altri miei figli non sono neanche paragonabili a [From.GetTitledFirstName] in abilità Lui si che sapeva come maneggiare una spada, e sarebbe stato una grande [Root.GetTitle] dopo la mia morte.;;;;;;;;x
EVTOPTD50006;But... didn't I release you?;Mais... ne t'avais-je pas libéré ?;Aber ... habe ich dich nicht freigelassen?;;Pero... ¿No te había liberado? ;Ma... non ti avevo rilasciato?;;;;;;;;x
