#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
WRONG_RELIGION_MODIFIER;Wrong Religion;Mauvaise religion;Falsche Religion;;Religión incorrecta;Religione Sbagliata;;;;;;;;x
WRONG_CULTURE_MODIFIER;Wrong Culture;Mauvaise culture;Falsche Kultur;;Cultura incorrecta;Cultura Sbagliata;;;;;;;;x
opinion_infidel_tribal_liege;Infidel;Infidèle;Ungläubiger;;Infiel;Infedele;;;;;;;;x
opinion_heretic_tribal_liege;Heretic;Hérétique;Ketzer;;Hereje;Eretico;;;;;;;;x
opinion_related_religion_tribal_liege;Religious Differences;Différences religieuses;Religiöse Unterschiede;;Diferencias religiosas;Differenze religiose;;;;;;;;x
AIREASON_TRIBAL_VASSAL_PRESTIGE_HIT;Would cost me too much prestige;Coûterait trop de prestige;Die Prestigekosten wären zu hoch;;Me costaría demasiado prestigio;Mi costerebbe troppo prestigio;;;;;;;;x
opinion_granted_other_vice_royalty;Feudal opinion of granted Viceroyalties;Opinion féodale pour l'attribution de vice-royautés;Feudalmeinung für vergebene Vizekönigreiche;;Opinión feudal sobre nombrar virreyes;Opinione feudale dei Vicereami concessi;;;;;;;;x
GRANT_VICE_ROYALTY_INTERACTION_8;Granting a Viceroyalty will lower all of your feudal duke and king subjects' opinion of you by §R$OPINION$§!.;Attribuer une vice-royauté diminuera de §R$OPINION$§! l'opinion envers vous de vos vassaux de rang ducal et royal.;Diese verringert Euer Ansehen bei Euren Herzogs- und Königsvasallen um §R$OPINION$§!.;;Nombrar a un virrey reducirá la opinión de tus duques feudales y de los súbditos del rey en §R$OPINION$§!.;Concedere un vicereame abbasserà 'l'opinione' dei Duchi e Re feudali nei tuoi confronti di §R$OPINION$§!.;;;;;;;;x
NOT_ANY_PREVIOUS_HOLDER_STARTS;No Previous Holder;Aucun titulaire antérieur;Kein früherer Inhaber;;Sin dueño anterior;Nessun Precedente Detentore;;;;;;;;x
tribal_build_zeal_ARMY_OF;$RELIGION$ Zealots of $CHARACTER$;Fanatiques de foi $RELIGION$ de $CHARACTER$;$RELIGION$e Zeloten von $CHARACTER$;;$RELIGION$ fanáticos $CHARACTER$ ;$RELIGION$ Zeloti di $CHARACTER$;;;;;;;;x
tribal_organize_raid_ARMY_OF;Raiders of $CHARACTER$;Pillards de $CHARACTER$;Plünderer von $CHARACTER$;;$CHARACTER$ incursores;Saccheggiatori di $CHARACTER$;;;;;;;;x
tribal_build_legend_ARMY_OF;Warriors of $CHARACTER$;Guerriers de $CHARACTER$;Krieger von $CHARACTER$;;$CHARACTER$ guerreros;Guerrieri di $CHARACTER$;;;;;;;;x
tribal_build_zeal_ARMY;$RELIGION$ Zealots;Fanatiques de foi $RELIGION$;$RELIGION$e Zeloten;;$RELIGION$ fanáticos;$RELIGION$ Zeloti;;;;;;;;x
tribal_organize_raid_ARMY;Raiders;Troupe pillarde;Plünderer;;Incursores;Saccheggiatori;;;;;;;;x
tribal_build_legend_ARMY;Warriors;Troupe guerrière;Krieger;;Guerreros;Guerrieri;;;;;;;;x
expel_saint_anthony;Expel the Order of Saint Anthony;Expulser l'Ordre de Saint Antoine;Vertreibt den Orden des Heiligen Antonius;;Expulsar a la Orden de San Antonio;Caccia l'Ordine di Sant'Antonio;;;;;;;;x
expel_saint_anthony_desc;I can drive the Order of Saint Anthony from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser l'Ordre de Saint Antoine de mon pays et m'emparer de leurs commanderies. Ce serait par contre un acte des plus impies...;Ich kann den Orden des Heiligen Antonius aus meinem Reich vertreiben und mir ihre Burgen aneignen. Das ist jedoch eine sehr unfromme Tat ...;;Puedo echar a la Orden de San Antonio de mi reino y apoderarme de sus castillos. Sin embargo, es una acción muy impía...;Posso guidare l'Ordine di Sant'Antonio dal mio regno ed impossessarmi dei loro castelli . Tuttavia, è una cosa molto empia da fare ...;;;;;;;;x
ISNT_CROWN_LAW_TITLE;Is not a Crown Law title;Ceci n'est pas un titre du droit de la Couronne;Ist kein Titel des Kronrechts;;No es un título de Derecho de la Corona;Non è un Titolo concesso dalla Legge della Corona;;;;;;;;x
IS_CROWN_LAW_TITLE;Is a Crown Law title;Ceci est un titre du droit de la Couronne;Ist ein Titel des Kronrechts;;Es un título legal de la Corona;È un Titolo concesso dalla Legge della Corona;;;;;;;;x
LAW_UNLOCKS;Laws unlocked: ;Lois débloquées : ;Gesetze freigeschaltet: ;;Leyes desbloqueadas:;Leggi sbloccate: ;;;;;;;;x
DECISION_UNLOCKS;Decisions unlocked: ;Décisions débloquées : ;Entscheidungen freigeschaltet: ;;Decisiones desbloqueadas: ;Decisione sbloccate: ;;;;;;;;x
ALLOW_FREE_DUCHY_REVOKATION_ON;Revocation of duchy titles free.\n;Aucune pénalité pour la révocation des titres de duché.\n;Freie Aberkennung von Herzogstiteln.\n;;Permite revocación de títulos de ducados.;Revocazioni dei Titoli Ducali permessa.\n;;;;;;;;x
ALLOW_FREE_DUCHY_REVOKATION_OFF;Revocation of duchy titles no longer free.\n;Pénalités applicables pour la révocation des titres de duché.\n;Keine weitere freie Aberkennung von Herzogstiteln.\n;;No permite la revocación de títulos de ducados.;Revocazioni dei Titoli Ducali non permessa.\n;;;;;;;;x
LIEGE_LEVY_DESC_VICE_ROY;\n   Viceroyalty: $VALUE$;\n   Vice-royauté : $VALUE$;\n   Vizeherrscher: $VALUE$;;\n  Virreinato: $VALUE$;\nVicereame: $VALUE$;;;;;;;;x
TITLE_NOT_VICE_ROYALTY;Title is not a Viceroyalty;Ce titre n'est pas une vice-royauté;Titel ist kein Vizeherrschertitel;;El título no es un virreinato;Il Titolo non è un Vicereame;;;;;;;;x
tribal_king_female;Queen;Reine;Königin;;Reina;Regina;;;;;;;;x
tribal_emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;Imperatrice;;;;;;;;x
temple_duke_female_pagan_group;Archpriestess;Archiprêtresse;Erzpriesterin;;Reina sacerdotisa;Arcisacerdotessa;;;;;;;;x
temple_king_female_pagan_group;Queen-Priestess;Reine-prêtresse;Priesterkönigin;;Reina Sacerdotisa;Regina Sacerdotessa;;;;;;;;x
temple_emperor_female_pagan_group;Empress;Impératrice;Kaiserin;;Emperatriz;Imperatrice;;;;;;;;x
AIREASON_SAME_RELIGION_AS_REGENT;Same religion as me;Religion identique à la mienne;Gehört meiner Religion an;;La misma religión que yo;Religione uguale alla mia;;;;;;;;x
expel_the_haruriyyah;Expel the Haruriyyah;Expulser les Haruriyyah;Vertreibt die Haruriyyah;;Expulsar a los Haruriyyah;Caccia l'Haruriyyah;;;;;;;;x
expel_the_haruriyyah_desc;I can drive the Haruriyyah from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser les Haruriyyah de mon pays et m'emparer de leurs commanderies. Ce serait par contre un acte des plus impies...;Ich kann die Haruriyyah aus meinem Reich vertreiben und ihre Burgen beschlagnahmen. Allerdings wäre das leider nicht sehr fromm ...;;Puedo manejar a los Haruriyyah de mi reino y arrebatarles sus castillos. No obstante, eso sería una acción muy impía...;Posso guidare l'Haruriyyah dal mio regno ed impossessarmi dei loro castelli . Tuttavia, è una cosa molto empia da fare ...;;;;;;;;x
borrow_money_haruriyyah;Borrow 300¤ from the Haruriyyah;Emprunter 300¤ aux Haruriyyah;Leiht Euch 300¤ von den Haruriyyah;;Pedir 300¤ prestados a los Haruriyyah;Prendi in prestito 300¤ dall'Haruriyyah;;;;;;;;x
borrow_money_haruriyyah_desc;I can borrow money from the Haruriyyah and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;Je peux emprunter de l'argent aux Haruriyyah et rembourser la même somme quand bon me semble. Cependant, tant que cette dette existe, le Grand Maître peut formuler diverses requêtes, comme demander qu'un de mes fils rejoigne leurs rangs.;Ich kann mir von den Haruriyyah Geld leihen und den Betrag zu beliebiger Zeit zurückzahlen. Jedoch kann der Großmeister, während ich in ihrer Schuld stehe, an mich verschiedene Forderungen stellen, z.B. dass einer meiner Söhne dem Orden beitritt.;;Puedo pedir un préstamo a los Haruriyyah y devolverles la misma suma en cualquier momento. Sin embargo, mientras esté en deuda con ellos, el Gran Maestre podrá hacer distintas peticiones, como que uno de mis hijos se una a sus filas.;Posso prendere in prestito del denaro dall'Haruriyyah e restituire la stessa somma in qualsiasi momento. Tuttavia, mentre sono in debito con loro, il Gran Maestro può avanzare varie richieste, come chiedere che uno dei miei figli alle loro fila.;;;;;;;;x
not_shia_caliphate_revolt_ongoing;No ongoing revolt to create the Shia Caliphate;Pas de révolte en cours pour établir le califat chiite;Keine laufenden Revolten, um das Schia-Kalifat zu etablieren;;Ningúna rebelión en curso para establecer el Califato Chií;Nessuna rivolta in corso per creare il Califfato Sciita;;;;;;;;x
shia_creation_independent;Either independent or all lieges Shia\n;Indépendant ou tous les seigneurs liges sont chiites\n;Unabhängig oder alle Euch vorgesetzten Lehnsherrn sind Schiiten\n;;Independiente o todos sus señores son Chiitas\n;Entrambi Indipendenti o tutti i Vassalli sono Sciiti\n;;;;;;;;x
sunni_creation_independent;Either independent or all lieges Sunni\n;Indépendant ou tous les seigneurs liges sont sunnites\n;Unabhängig oder alle Euch vorgesetzten Lehnsherrn sind Sunniten\n;;Independiente o todos sus señores son Sunitas\n;Entrambi Indipendenti o tutti i Vassalli sono Sunniti\n;;;;;;;;x
