#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
EVTDESC38308;The wounds have marked me for life. I have gained the Scarred trait.;Mes blessures ont laissé des traces. J'ai dorénavant des balafres.;"Die Wunden werden mich ein Leben lang zeichnen. Ich habe die Eigenschaft ""§YVernarbt§!"" erhalten.";;Las heridas me han marcado para la vida. He adquirido el rasgo marcado de cicatrices..;Le ferite mi hanno segnato per tutta la vita. Ho acquisito il Tratto Sfregiato.;;;;;;;;x
MEN;men;hommes;Männer;;hombres;uomini;;;;;;;;x
WOMEN;women;femmes;Frauen;;mujeres;donne;;;;;;;;x
MALE;male;masculin;männlich;;hombre;maschio;;;;;;;;x
FEMALE;female;féminin;weiblich;;mujer;femmina;;;;;;;;x
ADULTERER;adulterer;adultère;Ehebrecher;;adúltero;adultero;;;;;;;;x
ADULTERESS;adulteress;adultère;Ehebrecherin;;adúltera;adultera;;;;;;;;x
nick_the_unfaithful;the Unfaithful;l'Adultère;[This.Getderdie] Treulose;;el Infiel;l'Infedele;;;;;;;;x
nick_the_beguiling;the Beguiling;la Séduisante;[This.Getderdie] Betörende;;el Persuasivo;L'Affascinante;;;;;;;;x
nick_the_temptress;the Temptress;la Tentatrice;die Versucherin;;la Tentadora;la Tentatrice;;;;;;;;x
nick_the_seducer;the Seducer;le Séducteur;der Verführer;;el Seductor;il Seduttore;;;;;;;;x
nick_the_lewd;the Lewd;le Lubrique;[This.Getderdie] Liederliche;;el Lascivo;il Lascivo;;;;;;;;x
nick_the_lecher;the Lecher;le Débauché;der Lüstling;;el Libidinoso;il Libidinoso;;;;;;;;x
nick_the_unchaste;the Unchaste;l'Impudique;[This.Getderdie] Unkeusche;;el Impúdico;l'Impuro;;;;;;;;x
INSULT_OLD;old;sénile;Alte;;viejo;vecchio;;;;;;;;x #HARDCODED
INSULT_TADPOLE;tadpole;têtard;Kaulquappe;;renacuajo;girino;;;;;;;;x #noun -HARDCODED
INSULT_CHILD;child;gamin[Root.Get_E];Kind;;niño/a;bambino;;;;;;;;x #noun -HARDCODED
INSULT_VILE;vile;exécrable;Scheusal;;vil;vile;;;;;;;;x #HARDCODED
INSULT_FOUL;foul;ignoble;Faulige(r);;asqueroso/a;disgustoso;;;;;;;;x #HARDCODED
INSULT_FILTHY;filthy;immonde;Dreckwühler(in);;guarro/a;lurido;;;;;;;;x #HARDCODED
INSULT_CLOWN;jester;bouffo[Root.GetNNne];Clown;;bufón;giullare;;;;;;;;x #noun -HARDCODED
INSULT_COW;cow;vache;Kuh;;vaca;mucca;;;;;;;;x #noun -HARDCODED
INSULT_INFIDEL;infidel;infidèle;Ungläubige(r);;infiel;infedele;;;;;;;;x #noun -HARDCODED
INSULT_HERETIC;heretic;hérétique;Ketzer(in);;hereje;eretico;;;;;;;;x #noun -HARDCODED
INSULT_GROTESQUE;grotesque;grotesque;[Root.GetMissgestalteterMissgestalt];;grotesco;grottesco;;;;;;;;x #noun - male - ugly
INSULT_DWARF;dwarf;nabot[Root.Get_E];Zwerg[Root.GetinFemale];;enano/a;nano;;;;;;;;x #noun - male female - dwarf
INSULT_CLUBFOOT;clubfoot;boiteu[Root.GetXSe];Klumpfüßige[Root.GetrMale];;pie zopo;piede equino;;;;;;;;x #noun - male female - clubfooted
INSULT_HARELIP;harelip;bec-de-lièvre;Hasenschartige[Root.GetrMale];;labio leporino;labbro leporino;;;;;;;;x #noun - male female - harelip
INSULT_CLEFT_LIPPED;cleft-lipped;au bec fendu;spaltlippische[Root.GetrMale];;labio hendido;labbro leporino;;;;;;;;x # male female - harelip
INSULT_BASTARD;bastard;bâtard[Root.Get_E];Bastard[Root.GetinFemale];;bastardo/a;bastardo;;;;;;;;x #noun - male female - bastard
INSULT_BASEBORN;baseborn;illégitime;niedriggeborene[Root.GetrMale];;ilegítimo/a;illegittimo;;;;;;;;x # male female - legit_bastard
INSULT_KINSLAYER;kinslayer;parricide;Sippenmörder[Root.GetinFemale];;mataparientes;parricida;;;;;;;;x #noun - male female - kinslayer
INSULT_SODOMITE;sodomite;sodomite;Sodomit;;sodomita;sodomita;;;;;;;;x #noun - male - homosexual
INSULT_DULLARD;dullard;so[Root.GetTTte];Dummkopf;;zoquete;babbeo;;;;;;;;x #noun - male - dull slow
INSULT_DIM;dim;crétin;dummer;;tonto/a;tonto;;;;;;;;x # male - dull slow
INSULT_VACUOUS;vacuous;stupide;stumpfsinnige;;vago/a;stupido;;;;;;;;x # female - dull slow
INSULT_NITWIT;nitwit;crétine;Nichtswisserin;;bobo/a;cretino;;;;;;;;x #noun - female - dull slow
INSULT_IMBECILE;imbecile;pauvre imbécile;Spinner[Root.GetinFemale];;imbécil;imbecille;;;;;;;;x #noun - male female - imbecile
INSULT_FREAK;freak;monstr[Root.GetEEsse];Missgeburt;;fanático;fanatico;;;;;;;;x #noun - male female child - disfigured
INSULT_ABOMINATION;abomination;hideux rejeton;Scheusal;;aversión;abominio;;;;;;;;x #noun - male - inbred
INSULT_MONSTROUS;monstrous;abominable;abscheulicher;;monstruoso/a;mostruoso;;;;;;;;x # male - inbred
INSULT_HIDEOUS;hideous;répugnant[Root.Get_E];abscheuliche[Root.GetrMale];;espantoso/a;orribile;;;;;;;;x # female inbred / male female ugly
INSULT_LESBIAN;lesbian;lesbienne;Lesbe;;lesbiana;lesbica;;;;;;;;x #noun - female homosexual
INSULT_SAPPHIC;sapphic;saphique;sapphische;;sáfica;saffica;;;;;;;;x # female homosexual
INSULT_HUNCHBACK;hunchback;bossu[Root.Get_E];Bucklige[Root.GetrMale];;jorobado /a;gobbo;;;;;;;;x #noun - male female - hunchback
INSULT_CROOKED;crooked;tordu[Root.Get_E];verschlagene[Root.GetrMale];;torcido/a;storto;;;;;;;;x # male female - hunchback
INSULT_LISPER;lisper;zozoteu[Root.GetRSe];Lispler[Root.GetinFemale];;ceceante;bleso;;;;;;;;x #noun - male female - lisp
INSULT_FALTERING;faltering;hésitant[Root.Get_E];schwächliche[Root.GetrMale];;balbuceante;incerto;;;;;;;;x # male female - lisp
INSULT_STUTTERING;stuttering;bègue;stotternde[Root.GetrMale];;tartamudo;balbuziente;;;;;;;;x # male female - stutter
INSULT_GORGON;gorgon;gorgone;Gorgonin;;gorgona;gorgone;;;;;;;;x #noun - female - ugly
INSULT_IDIOT;idiot;idiot[Root.Get_E];idiotische[Root.GetrMale];;idiota;idiota;;;;;;;;x # male female child - imbecile
INSULT_TORTURER;torturer;tortionnaire;[Root.GetFoltererFolterin];;torturador/a;torturatore;;;;;;;;x #noun - male female - impaler
INSULT_LECHER;lecher;débauché[Root.Get_E];Lüstling;;lascivo;lascivo;;;;;;;;x #noun - male - lustful
INSULT_LECHEROUS;lecherous;libidineux;lüsternder;;libidinoso;libidinoso;;;;;;;;x # male - lustful
INSULT_GLUTTON;glutton;glouto[Root.GetNNne];Fresser[Root.GetinFemale];;glotón/ona;ingordo;;;;;;;;x #noun - male female - gluttonous
INSULT_GORGING;gorging;goulu[Root.Get_E];verschlingende[Root.GetrMale];;hartarse;goloso;;;;;;;;x # male female - gluttonous
INSULT_VENAL;venal;vénale;bestechliche;;venal;corrotto;;;;;;;;x # female - greedy
INSULT_INDOLENT;indolent;mollasso[Root.GetNNne];träge[Root.GetrMale];;indolente;indolente;;;;;;;;x # male female - slothful
INSULT_EVIL;evil;malfaisant[Root.Get_E];böse[Root.GetrMale];;malo/a;malvagio;;;;;;;;x # male female impaler \ excommunicated child
INSULT_ENVIOUS;envious;envieu[Root.GetXSe];neidische[Root.GetrMale];;envidioso/a;invidioso;;;;;;;;x # male female - envious
INSULT_HARRIDAN;harridan;mégère;Tussi;;bruja;megera;;;;;;;;x #noun - female - wroth
INSULT_RAGING;raging;colérique;wütericher;;furioso/a;furioso;;;;;;;;x # male - wroth
INSULT_DECEITFUL;deceitful;fourbe;hinterlistige[Root.GetrMale];;engañoso/a;disonesto;;;;;;;;x # male female - deceitful
INSULT_CRAVEN;craven;lâche;feiger;;temeroso/a;vigliacco;;;;;;;;x # male - craven
INSULT_COWARD;coward;couard[Root.Get_E];[Root.GetFeiglingMemme];;cobarde;codardo;;;;;;;;x #noun - male female - craven in_hiding
INSULT_SCATTERBRAIN;scatterbrain;étourdi[Root.Get_E];Verrückte[Root.GetrMale];;cabeza de chorlito;distratto;;;;;;;;x #noun - male female - arbitrary
INSULT_ERRATIC;erratic;fantasque;launische[Root.GetrMale];;errático/a;inaffidabile;;;;;;;;x # male female - arbitrary
INSULT_BIGOT;bigot;bigot[Root.Get_E];Eiferer;;fanático/a;bigotto;;;;;;;;x #noun -HARDCODED
INSULT_BIGOTED;bigoted;fanatique;Eifernde;;intolerante;intollerante;;;;;;;;x #HARDCODED
INSULT_PARANOID;paranoid;paranoïaque;paranoide[Root.GetrMale];;paranoico;paranoico;;;;;;;;x # male female - paranoid
INSULT_FOOL;fool;niais[Root.Get_E];[Root.GetNarrNärrin];;bobo;buffone;;;;;;;;x #noun - male female - trusting
INSULT_GULLIBLE;gullible;crédule;naive[Root.GetrMale];;crédulo/a;credulone;;;;;;;;x # male female - trusting
INSULT_CRUEL;cruel;cruel;grausame[Root.GetrMale];;cruel;crudele;;;;;;;;x # male - cruel
INSULT_BRUTE;brute;barbare;Ungehobelte[Root.GetrMale];;bruto/a;bruto;;;;;;;;x #noun - male - cruel
INSULT_FIEND;fiend;peste;Fanatikerin;;amigo;demonio;;;;;;;;x #noun - female - cruel
INSULT_CALLOUS;callous;sans coeur;herzlose;;insensible;insensibile;;;;;;;;x # female - cruel
INSULT_WANTON;wanton;dévergondée;schamlose;;displicente;arbitrario;;;;;;;;x # female - lustful
INSULT_SENILE;senile;infirme;senile[Root.GetrMale];;senil;senile;;;;;;;;x # male female - infirm
INSULT_CRIPPLE;cripple;pauvre infirme;[Root.GetKrüppelBehinderte];;inválido/a;sciancato;;;;;;;;x #noun - male female child
INSULT_VEGETABLE;vegetable;[Root.GetLegumeIncapable];Dahinvegetierende[Root.GetrMale];;vegetal;vegetale;;;;;;;;x #noun - male female - sick_incapable incapable
INSULT_BESOTTED;besotted;hébété[Root.Get_E];berauschte[Root.GetrMale];;embobado/a;infatuato;;;;;;;;x # male female - drunkard
INSULT_DRUNKARD;drunkard;sale ivrogne;Säufer[Root.GetinFemale];;borracho;alcolizzato;;;;;;;;x #noun - male female - drunkard
INSULT_UNCLEAN;unclean;impur[Root.Get_E];unreine[Root.GetrMale];;sucio/a;impuro;;;;;;;;x # male female - leper
INSULT_LEPER;leper;lépreu[Root.GetXSe];Lepröse[Root.GetrMale];;leproso/a;lebbroso;;;;;;;;x #noun - male female - leper
INSULT_BAT;bat;lunatique;Wahnwitzige;;murciélago;matto;;;;;;;;x #noun - female - lunatic
INSULT_DEMONIC;demonic;démoniaque;dämonische;;demoníaco/a;demoniaco;;;;;;;;x # female - possessed
INSULT_DEMENTED;demented;dément;wahnsinniger;;loco/a;demente;;;;;;;;x # male - lunatic
INSULT_LUNATIC;lunatic;lunatique;Irre[Root.GetrMale];;lunático/a;lunatico;;;;;;;;x #noun - male lunatic \ male female berserker
INSULT_LUGUBRIOUS;lugubrious;lugubre;schwermütige[Root.GetrMale];;lúgubre;lugubre;;;;;;;;x# male female - depressed
INSULT_CRAZED;crazed;frénétique;durchgedrehte[Root.GetrMale];;delirante;pazzo;;;;;;;;x # female lunatic \ male female berserker
INSULT_DEVIL_WOMAN;devil-woman;diablesse;Hexe;;diablesa;diavolessa;;;;;;;;x #noun - female - possessed
INSULT_WARLOCK;warlock;sorcier;Hexer;;brujo;stregone;;;;;;;;x #noun - male - possessed
INSULT_EFFEMINATE;effeminate;efféminé;verweichlichter;;afeminado/a;effeminato;;;;;;;;x # male - homosexual
INSULT_UNMANNED;unmanned;émasculé;entmannter;;castrado;castrato;;;;;;;;x # male - eunuch
INSULT_EUNUCH;eunuch;pauvre eunuque;Eunuch;;eunuco;eunuco;;;;;;;;x #noun - male - eunuch
INSULT_BLIND;blind;aveugle;blinde[Root.GetrMale];;ciego;cieco;;;;;;;;x # male female child - one_eyed blind
INSULT_PEASANT;peasant;paysan;Bauer;;campesino;contadino;;;;;;;;x #noun - male - peasant_leader
INSULT_PEASANT_WOMAN;peasant woman;paysanne;Bäuerinn;;campesina;contadina;;;;;;;;x #noun - female - peasant_leader
INSULT_LOWBORN;lowborn;de basse extraction;niedriggeborene[Root.GetrMale];;de humilde cuna;di umili natali;;;;;;;;x # male female - peasant_leader
INSULT_HERESIARCH;heresiarch;vil[Root.Get_E] hérésiarque;Ketzer[Root.GetinFemale];;heresiarca;eresiarca;;;;;;;;x #noun - male female - heresiarch
INSULT_SYBARITE;sybarite;sybarite;Schlemmer[Root.GetinFemale];;sibarita;sibarita;;;;;;;;x #noun - male female - decadent
INSULT_DECADENT;decadent;décadent[Root.Get_E];dekadente[Root.GetrMale];;decadente;decadente;;;;;;;;x # male female - decadent bad_priest_christian bad_priest_muslim bad_priest_tengri bad_priest_zoroastrian
INSULT_WHOREMONGER;whoremonger;fornicateur;Hurengänger;;putero;fornicatore;;;;;;;;x #noun - male - seducer
INSULT_WHORING;whoring;débauché;herumhurender;;putear;prostituta;;;;;;;;x # male - seducer
INSULT_DEBASED;debased;avilie;minderwertige;;degradar;svilito;;;;;;;;x # female - seductress
INSULT_TEMPTRESS;temptress;tentatrice;Verführerin;;tentadora;tentatrice;;;;;;;;x #noun - female - seductress
INSULT_DODDERER;dodderer;débris;Tattergreis;;tembloroso;decrepito;;;;;;;;x #noun - male - infirm
INSULT_DEBAUCHER;debaucher;corrupt[Root.GetEurRice];Schwelger;;corruptor;depravato;;;;;;;;x #noun - male female hedonist
INSULT_LITTLE;little;chéti[Root.GetFVe];winzige[Root.GetrMale];;pequeño;piccolo;;;;;;;;x # male female dwarf
INSULT_DEGENERATE;degenerate;dégénérée;degenerierte;;degenerado/a;degenerato;;;;;;;;x # female - hedonist
INSULT_PERVERTED;perverted;pervers;perverser;;pervertido/a;pervertito;;;;;;;;x # male - hedonist
INSULT_TROLLOP;trollop;traînée;Schlampe;;mujerzuela;sgualdrina;;;;;;;;x #noun - female - lustful
INSULT_PRUNE;prune;rabat-joie;vertrocknete Pflaume;;atontado/a;guastafeste;;;;;;;;x #noun - female - chaste
INSULT_PRUDE;prude;prude;Prüder;;mojigato/a;moralista;;;;;;;;x #noun - male - chaste
INSULT_PRUDISH;prudish;pudibonde;prüde;;mojigato/a;puritano;;;;;;;;x # female - chaste
INSULT_BORE;bore;triste importun[Root.Get_E];Langweiler[Root.GetinFemale];;pesado;noioso;;;;;;;;x #noun - male female child - zealous conscientious physician brooding erudite temperate scholar
INSULT_IDLER;idler;fainéant[Root.Get_E];Faulenzer[Root.GetinFemale];;ocioso/a;pigro;;;;;;;;x #noun - slothful
INSULT_COVETOUS;covetous;avare;gieriger;;codicioso/a;avido;;;;;;;;x # male - greedy
INSULT_SOFT;soft;mollasson;verweichlichter;;tonto/a;tonto;;;;;;;;x # male - kind
INSULT_SPIDER;spider;tisseu[Root.GetRSe] de toile;Spinne[Root.GetrMale];;araña;ragno;;;;;;;;x #noun - male female - patient
INSULT_WUSSY;wussy;chochotte;memmenhafte;;nenaza;pappamolle;;;;;;;;x # female child - craven
INSULT_TIMID;timid;craintif;ängstlicher;;tímido/a;timido;;;;;;;;x # male - shy
INSULT_COY;coy;faussement timide;schamhafte;;reservado/a;riservato;;;;;;;;x # female - shy
INSULT_RAPACIOUS;rapacious;rapace;habgieriger;;rapaz;rapace;;;;;;;;x # male - ambitious
INSULT_GRASPING;grasping;cupide;habgierige;;avaricioso/a;avido;;;;;;;;x # female - ambitious
INSULT_NARROWMINDED;narrow-minded;à l'esprit étroit;engstirnige[Root.GetrMale];;estrecho de miras;di vedute ristrette;;;;;;;;x # male female - zealous (religious warriors)
COMPL_VIVACIOUS;vivacious;enjoué[Root.Get_E];lebhafte[Root.GetrMale];;vivaz;estroverso;;;;;;;;x # lustful
COMPL_DEMURE;demure;discrète;züchtige;;remilgado/a;riservato;;;;;;;;x # female - shy
COMPL_SINCERE;sincere;sincère;aufrichtiger;;sincero/a;sincero;;;;;;;;x # male - honest
COMPL_FORTHRIGHT;forthright;franche;aufrechte;;directo/a;diretto;;;;;;;;x # female - honest
COMPL_ROGUE;rogue;fripouille;Schurke;;pícaro/a;furfante;;;;;;;;x # male - arbitrary
COMPL_RAFFISH;raffish;canaille;verwegener;;disoluto/a;trasgressivo;;;;;;;;x # male - arbitrary
COMPL_AFFABLE;affable;affable;umgänglicher;;afable;affidabile;;;;;;;;x # male - gregarious
COMPL_WIT;wit;[Root.GetManWoman] d'esprit;Gesell[Root.GetinFemale];;ingenioso;arguto;;;;;;;;x # male female - gregarious
COMPL_DEVIL;devil;diablesse;Teuflin;;demonio;demonio;;;;;;;;x # female - arbitrary
COMPL_IMPISH;impish;espiègle;schelmische;;travieso;malizioso;;;;;;;;x # female - arbitrary
COMPL_PIRATE;pirate;de pirate;Pirat[Root.GetinFemale];;pirata;pirata;;;;;;;;x # male female - viking ravager seaking sea_queen
COMPL_BERSERKER;berserker;berserk;Berserker[Root.GetinFemale];;berserker;impazzito;;;;;;;;x # male female - berserker
COMPL_SAOSHYANT;Saoshyant;Saoshyant;Saoschjant[Root.GetinFemale];;Saoshyant;Saoshyant;;;;;;;;x # male female - saoshyant
COMPL_VALKYRIE;valkyrie;valkyrie;Valkyrie;;Valquiria;valchiria;;;;;;;;x # female
COMPL_VIKING;viking;de Viking;Wikinger;;vikingo/a;vichingo;;;;;;;;x # male female
COMPL_FAIR;fair;resplendissante;hübsche;;limpio/a;puro;;;;;;;;x # female - fair
COMPL_BEAUTY;beauty;beauté;Schönheit;;belleza;bellezza;;;;;;;;x # female - fair
COMPL_HANDSOME;handsome;beau;stattlicher;;guapo/a;bello;;;;;;;;x # male - fair
COMPL_BRILLIANT;brilliant;brillant[Root.Get_E];brillante[Root.GetrMale];;brillante;brillante;;;;;;;;x # male female - genius
COMPL_GENIUS;genius;génie;[Root.GetÜberfliegerKoriphäe];;genio;genio;;;;;;;;x # male female - genius
COMPL_STRONG;strong;fort;starker;;fuerte;forte;;;;;;;;x # male - strong robust
COMPL_SCHOLAR;scholar;érudit[Root.Get_E];Gelehrte[Root.GetrMale];;erudito;erudito;;;;;;;;x # male female - physician theologian erudite
COMPL_LEARNED;learned;éduqué[Root.Get_E];gebildete[Root.GetrMale];;distinguido/a;istruito;;;;;;;;x # male female - physician theologian
COMPL_MYSTIC;mystic;mystique;Mystiker[Root.GetinFemale];;místico;mistico;;;;;;;;x # male female - mystic
COMPL_POET;poet;po[Root.GetEteEtesse];Poet[Root.GetinFemale];;poeta/poetisa;poeta;;;;;;;;x # male female - poet
COMPL_CHASTE;chaste;chaste;keusche[Root.GetrMale];;casto/a;casto;;;;;;;;x # male female - chaste
COMPL_GOOD;good;bo[Root.GetNNne];gute[Root.GetrMale];;bueno/a;buono;;;;;;;;x # male female - timid charitable \ zealous honest child
COMPL_DILIGENT;diligent;diligent[Root.Get_E];fleißige[Root.GetrMale];;diligente;diligente;;;;;;;;x # male female - diligent
COMPL_KINDLY;kindly;bienveillant[Root.Get_E];netter;;amable;benevolo;;;;;;;;x # male - kind
COMPL_KINDHEARTED;kindhearted;au grand coeur;gutherzige;;amable;generoso;;;;;;;;x # female - kind
COMPL_BRAVE;brave;brave;mutige[Root.GetrMale];;valiente;valoroso;;;;;;;;x # male female - brave
COMPL_PROUD;proud;fi[Root.GetErEre];stolze[Root.GetrMale];;orgulloso/a;orgoglioso;;;;;;;;x # male female - proud haughty
COMPL_HUMBLE;humble;humble;demütige[Root.GetrMale];;humilde;umile;;;;;;;;x # male female - humble
COMPL_JUST;just;juste;gerechte[Root.GetrMale];;justo/a;giusto;;;;;;;;x # male female - just
COMPL_RIGHTEOUS;righteous;vertueu[Root.GetXSe];rechtschaffende[Root.GetrMale];;virtuoso/a;virtuoso;;;;;;;;x # male female - zealous (religious warriors)
COMPL_SAYYID;Sayyid;Sayyid;Sayyid;;Sayyid;Sayyid;;;;;;;;x # male - sayyid
COMPL_SAYYIDA;Sayyida;Sayyida;Sayyida;;Sayyida;Sayyida;;;;;;;;x # female - sayyid
COMPL_PILGRIM;pilgrim;pèlerin[Root.Get_E];Pilger;;peregrino;pellegrino;;;;;;;;x # male female pilgrim
COMPL_MIRZA;mirza;mirza;Mirza;;mirza;mirza;;;;;;;;x # male female - mirza
COMPL_HAJJAJ;Hajjaj;hajjaj;Haddsch[Root.GetaFemale];;Hajjaj;Hajjaj;;;;;;;;x # male female - hajjaj
COMPL_MUJAHID;Mujahid;moudjahid;Mudschahedin;;Mujahid;Mujahid;;;;;;;;x # male female - mujahid
COMPL_CRUSADER;Crusader;croisé[Root.Get_E];Kreuzritter[Root.GetinFemale];;Cruzado;Crociato;;;;;;;;x # male female - crusader
COMPL_HAFIZ;Hafiz;hafiz;Hafiz;;Hafiz;Hafiz;;;;;;;;x # male female - hafiz
COMPL_FAQIH;Faqih;faqih;Faqih;;Faqih;Faqih;;;;;;;;x # male female - faqih
COMPL_WISE;wise;sage;weise[Root.GetrMale];;sabio/a;saggio;;;;;;;;x # male female - erudite faqih
COMPL_PURPLE_BORN;purple-born;né[Root.Get_E] dans la pourpre;purpurngeborene[Root.GetrMale];;nacido/a en la púrpura;nato nella porpora;;;;;;;;x # male female - born_in_the_purple
COMPL_AUGUSTUS;Augustus;Auguste;Augustus;;Augusto;Augusto;;;;;;;;x # male female - augustus
COMPL_HOLY_WARRIOR;holy warrior;guerri[Root.GetErEre] saint[Root.Get_E];Glaubenkrieger[Root.GetinFemale];;guerrero sagrado;guerriero santo;;;;;;;;x # male female - holy_warrior
COMPL_MONK;monk;moine;Mönch;;monje;monaco;;;;;;;;x # male
COMPL_NUN;nun;nonne;Nonne;;monja;suora;;;;;;;;x # female
COMPL_CHARMER;charmer;charmeur;Charmeur;;encantador/a;incantatore;;;;;;;;x # male - seducer
COMPL_CHARMING;charming;charmant;charmanter;;encantador/a;incantatore;;;;;;;;x # male seducer
COMPL_RAVISHING;ravishing;ravissante;hinreißende;;deslumbrante;affascinante;;;;;;;;x # female - seductress
COMPL_ENCHANTRESS;enchantress;enchanteresse;Verführerin;;seductora;incantatrice;;;;;;;;x # female - seductress
COMPL_FETCHING;fetching;superbe;reizende;;atractivo/a;attraente;;;;;;;;x # female - gregarious
COMPL_GREAT;great;éminent[Root.Get_E];große;;gran;grande;;;;;;;;x
COMPL_SWEET;sweet;tendre;süße[Root.GetrMale];;dulce;dolce;;;;;;;;x # male female - affectionate
COMPL_DEAR;dear;ch[Root.GetErEre];liebliche;;querido/a;caro;;;;;;;;x # male female
COMPL_LORD;lord;seigneur;fürstliche;;señor;signore;;;;;;;;x
COMPL_LADY;lady;dame;fürstliche;;señora;signora;;;;;;;;x
COMPL_SEDUCER;seducer;séducteur;Verführer;;seductor;seduttore;;;;;;;;x # male - seducer
COMPL_PLEASANT;pleasant;aimable;angenehme;;agradable;piacevole;;;;;;;;x # female - temperate
COMPL_LEVELHEADED;levelheaded;au tempérament calme;vernünftiger;;sensato/a;equilibrato;;;;;;;;x # male - temperate
COMPL_WRY;wry;ironique;verschrobene[Root.GetrMale];;irónico;ironico;;;;;;;;x # male female - cynical
AIREASON_UNFAITHFULNESS;Unfaithfulness;Infidélité;Untreue;;Infidelidad;Infedeltà;;;;;;;;x
HAS_NOT_POLYGAMY;Does not have Polygamy;Ne possède pas polygamie;Hat keine Polygamie;;No tiene poligamia;Non ha la Poligamia;;;;;;;;x
